index,character,episode,line,season,show,characters_spoken,words_spoken
38,Sheldon,1," No, that was the result of my work with lasers.",1,Big Bang Theory,48,10
39,Leonard,1, New neighbour?,1,Big Bang Theory,15,2
40,Sheldon,1, Evidently.,1,Big Bang Theory,11,1
41,Leonard,1, Significant improvement over the old neighbour.,1,Big Bang Theory,48,6
42,Sheldon,1," Two hundred pound transvestite with a skin condition, yes she is.",1,Big Bang Theory,66,11
43,Penny,1," Oh, hi!",1,Big Bang Theory,8,2
44,Leonard,1, Hi.,1,Big Bang Theory,4,1
45,Sheldon,1, Hi.,1,Big Bang Theory,4,1
46,Leonard,1, Hi.,1,Big Bang Theory,4,1
47,Sheldon,1, Hi.,1,Big Bang Theory,4,1
48,Penny,1, Hi?,1,Big Bang Theory,4,1
49,Leonard,1," We don't mean to interrupt, we live across the hall.",1,Big Bang Theory,53,10
50,Penny,1," Oh, that's nice.",1,Big Bang Theory,17,3
51,Leonard,1," Oh uh no we don't live together um we live together but in separate, heterosexual bedrooms.",1,Big Bang Theory,92,16
52,Penny,1," Oh, okay, well, guess I'm your new neighbour, Penny.",1,Big Bang Theory,53,9
53,Leonard,1," Leonard, Sheldon.",1,Big Bang Theory,18,2
54,Penny,1, Hi.,1,Big Bang Theory,4,1
55,Leonard,1, Hi.,1,Big Bang Theory,4,1
56,Sheldon,1, Hi.,1,Big Bang Theory,4,1
57,Penny,1, Hi. ,1,Big Bang Theory,5,1
58,Leonard,1," Hi. Well, uh, oh, welcome to the building.",1,Big Bang Theory,43,8
59,Penny,1," Thankyou, maybe we can have coffee sometime.",1,Big Bang Theory,45,7
60,Leonard,1," Oh, great.",1,Big Bang Theory,11,2
61,Penny,1, Great. ,1,Big Bang Theory,8,1
62,Sheldon,1, Great.,1,Big Bang Theory,7,1
63,Leonard,1," Great. Well, bye.",1,Big Bang Theory,18,3
64,Penny,1, Bye.,1,Big Bang Theory,5,1
65,Sheldon,1, Bye.,1,Big Bang Theory,5,1
66,Leonard,1, Bye. ,1,Big Bang Theory,6,1
67,Leonard,1, Should we have invited her for lunch?,1,Big Bang Theory,38,7
68,Sheldon,1, No. We're going to start Season Two of Battlestar Galactica.,1,Big Bang Theory,61,10
69,Leonard,1, We already watched the Season Two DVDs.,1,Big Bang Theory,40,7
70,Sheldon,1, Not with commentary.,1,Big Bang Theory,21,3
71,Leonard,1," I think we should be good neighbours, invite her over, make her feel welcome.",1,Big Bang Theory,78,14
72,Sheldon,1, We never invited Louis-slash-Louise over.,1,Big Bang Theory,42,5
73,Leonard,1," Well, then that was wrong of us. We need to widen our circle.",1,Big Bang Theory,62,13
74,Sheldon,1, I have a very wide circle. I have 212 friends on myspace. ,1,Big Bang Theory,59,12
75,Leonard,1," Yes, and you've never met one of them.",1,Big Bang Theory,39,8
76,Sheldon,1, That's the beauty of it.,1,Big Bang Theory,25,5
77,Leonard,1, I'm going to invite her over. We'll have a nice meal and chat.,1,Big Bang Theory,63,13
78,Sheldon,1, Chat? We don't chat. At least not offline.,1,Big Bang Theory,43,8
79,Leonard,1," Well it's not difficult, you just listen to what she says and then you say something appropriate in response.",1,Big Bang Theory,110,19
80,Sheldon,1, To what end?,1,Big Bang Theory,13,3
81,Leonard,1, Hi. Again.,1,Big Bang Theory,11,2
82,Penny,1, Hi.,1,Big Bang Theory,4,1
83,Sheldon,1, Hi.,1,Big Bang Theory,4,1
84,Leonard,1, Hi.,1,Big Bang Theory,4,1
85,Penny,1, Hi. ,1,Big Bang Theory,5,1
86,Leonard,1," Anyway, um. We brought home Indian food. And, um. I know that moving can be stressful, and I find that when I'm undergoing stress, that good food and company can have a comforting effect. Also, curry is a natural laxative, and I don't have to tell you that, uh, a clean colon is just one less thing to worry about.",1,Big Bang Theory,315,60
87,Sheldon,1," Leonard, I'm not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements.",1,Big Bang Theory,141,25
88,Penny,1," Oh, you're inviting me over to eat?",1,Big Bang Theory,36,7
89,Leonard,1," Uh, yes.",1,Big Bang Theory,9,2
90,Penny,1," Oh, that's so nice, I'd love to.",1,Big Bang Theory,33,7
91,Leonard,1, Great.,1,Big Bang Theory,7,1
92,Penny,1," So, what do you guys do for fun around here?",1,Big Bang Theory,45,10
93,Sheldon,1," Well, today we tried masturbating for money.",1,Big Bang Theory,45,7
95,Leonard,1," Okay, well, make yourself at home.",1,Big Bang Theory,35,6
96,Penny,1," Okay, thankyou.",1,Big Bang Theory,16,2
97,Leonard,1, You're very welcome.,1,Big Bang Theory,21,3
98,Penny,1," This looks like some serious stuff, Leonard, did you do this?",1,Big Bang Theory,62,11
99,Sheldon,1, Actually that's my work.,1,Big Bang Theory,25,4
100,Penny,1, Wow.,1,Big Bang Theory,5,1
101,Sheldon,1," Yeah, well, it's just some quantum mechanics, with a little string theory doodling around the edges. That part there, that's just a joke, it's a spoof of the Bourne-Oppenheimer approximation.",1,Big Bang Theory,192,30
102,Penny,1," So you're like, one of those, beautiful mind genius guys.",1,Big Bang Theory,58,10
103,Sheldon,1, Yeah. ,1,Big Bang Theory,7,1
104,Penny,1, This is really impressive.,1,Big Bang Theory,27,4
105,Leonard,1," I have a board. If you like boards, this is my board.",1,Big Bang Theory,54,12
106,Penny,1, Holy smokes.,1,Big Bang Theory,13,2
107,Sheldon,1," If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men's room at MIT, sure.",1,Big Bang Theory,140,28
108,Leonard,1, What?,1,Big Bang Theory,6,1
109,Sheldon,1," Oh, come on. Who hasn't seen this differential below â€œhere I sit broken hearted?â€ù",1,Big Bang Theory,86,14
110,Leonard,1, At least I didn't have to invent twenty-six dimensions just to make the math come out.,1,Big Bang Theory,87,16
111,Sheldon,1," I didn't invent them, they're there.",1,Big Bang Theory,37,6
112,Leonard,1, In what universe?,1,Big Bang Theory,18,3
113,Sheldon,1," In all of them, that is the point.",1,Big Bang Theory,35,8
114,Penny,1," Uh, do you guys mind if I start?",1,Big Bang Theory,33,8
115,Sheldon,1," Um, Penny, that's where I sit.",1,Big Bang Theory,31,6
116,Penny,1," So, sit next to me. ",1,Big Bang Theory,21,5
117,Sheldon,1," No, I sit there.",1,Big Bang Theory,17,4
118,Penny,1, What's the difference?,1,Big Bang Theory,23,3
119,Sheldon,1, What's the difference?,1,Big Bang Theory,23,3
120,Leonard,1, Here we go.,1,Big Bang Theory,12,3
121,Sheldon,1," In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it's directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I've made my point. ",1,Big Bang Theory,408,76
122,Penny,1, Do you want me to move?,1,Big Bang Theory,24,6
123,Sheldon,1, Well.,1,Big Bang Theory,6,1
124,Leonard,1, Just sit somewhere else.,1,Big Bang Theory,25,4
125,Sheldon,1, Fine. ,1,Big Bang Theory,7,1
126,Leonard,1," Sheldon, sit!",1,Big Bang Theory,14,2
127,Sheldon,1, Aaah!,1,Big Bang Theory,6,1
128,Leonard,1, Well this is nice. We don't have a lot of company over.,1,Big Bang Theory,56,12
129,Sheldon,1, That's not true. Koothrapali and Wolowitz come over all the time. ,1,Big Bang Theory,67,11
130,Leonard,1," Yes I now, but",1,Big Bang Theory,15,4
131,Sheldon,1, Tuesday night we played Klingon boggle until one in the morning.,1,Big Bang Theory,65,11
132,Leonard,1," Yes, I remember.",1,Big Bang Theory,17,3
133,Sheldon,1, I resent you saying we don't have company.,1,Big Bang Theory,43,8
134,Leonard,1, I'm sorry.,1,Big Bang Theory,11,2
135,Sheldon,1, That is an antisocial implication.,1,Big Bang Theory,35,5
136,Leonard,1, I said I'm sorry.,1,Big Bang Theory,18,4
137,Penny,1," So, Klingon boggle?",1,Big Bang Theory,20,3
138,Leonard,1," Yeah, it's like regular boggle but, in Klingon. That's probably enough about us, tell us about you.",1,Big Bang Theory,100,17
139,Penny,1," Um, me, okay, I'm Sagittarius, which probably tells you way more than you need to know.",1,Big Bang Theory,88,16
140,Sheldon,1," Yes, it tells us that you participate in the mass cultural delusion that the Sun's apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.",1,Big Bang Theory,209,32
141,Penny,1, Participate in the what?,1,Big Bang Theory,25,4
142,Leonard,1," I think what Sheldon's trying to say, is that Sagittarius wouldn't have been our first guess.",1,Big Bang Theory,94,16
143,Penny,1," Oh, yeah, a lot of people think I'm a water sign. Okay, let's see, what else, oh, I'm a vegetarian, oh, except for fish, and the occasional steak, I love steak. ",1,Big Bang Theory,162,31
144,Sheldon,1, That's interesting. Leonard can't process corn.,1,Big Bang Theory,48,6
145,Leonard,1," Wu-uh, do you have some sort of a job?",1,Big Bang Theory,39,9
146,Penny,1," Oh, yeah, I'm a waitress at the Cheesecake Factory.",1,Big Bang Theory,52,9
147,Leonard,1," Oh, okay. I love cheesecake.",1,Big Bang Theory,29,5
148,Sheldon,1, You're lactose intolerant. ,1,Big Bang Theory,28,3
149,Leonard,1," I don't eat it, I just think it's a good idea.",1,Big Bang Theory,47,11
150,Penny,1," Oh, anyways, I'm also writing a screenplay. It's about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory.",1,Big Bang Theory,184,32
151,Leonard,1, So it's based on your life?,1,Big Bang Theory,28,6
152,Penny,1," No, I'm from Omaha. ",1,Big Bang Theory,21,4
153,Leonard,1," Well, if that was a movie I would go see it.",1,Big Bang Theory,45,11
154,Penny,1," I know, right? Okay, let's see, what else? Um, that's about it. That's the story of Penny.",1,Big Bang Theory,91,17
155,Leonard,1, Well it sounds wonderful.,1,Big Bang Theory,26,4
156,Penny,1, It was. Until I fell in love with a jerk. ,1,Big Bang Theory,43,10
157,Sheldon,1, What's happening.,1,Big Bang Theory,18,2
158,Leonard,1, I don't know.,1,Big Bang Theory,14,3
159,Penny,1," Oh God, you know, four years I lived with him, four years, that's like as long as High School. ",1,Big Bang Theory,96,19
160,Sheldon,1, It took you four years to get through High School?,1,Big Bang Theory,51,10
161,Leonard,1, Don't.,1,Big Bang Theory,7,1
162,Penny,1," I just, I can't believe I trusted him.",1,Big Bang Theory,39,8
163,Leonard,1, Should I say something? I feel like I should say something.,1,Big Bang Theory,60,11
164,Sheldon,1," You? No, you'll only make it worse.",1,Big Bang Theory,36,7
165,Penny,1," You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?",1,Big Bang Theory,119,23
166,Sheldon,1, Yes. ,1,Big Bang Theory,6,1
167,Leonard,1," No, it's not crazy it's, uh, uh, it's a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I didn't make it worse.",1,Big Bang Theory,313,56
168,Penny,1," Oh, I'm so sorry, I'm such a mess, and on top of everything else I'm all gross from moving and my stupid shower doesn't even work.",1,Big Bang Theory,131,26
169,Leonard,1, Our shower works.,1,Big Bang Theory,18,3
170,Penny,1, Really? Would it be totally weird if I used it?,1,Big Bang Theory,48,10
171,Sheldon,1, Yes. ,1,Big Bang Theory,6,1
172,Leonard,1, No.,1,Big Bang Theory,4,1
173,Sheldon,1, No?,1,Big Bang Theory,4,1
174,Leonard,1, No.,1,Big Bang Theory,4,1
175,Sheldon,1, No.,1,Big Bang Theory,4,1
176,Leonard,1, It's right down the hall.,1,Big Bang Theory,26,5
177,Penny,1, Thanks. You guys are really sweet.,1,Big Bang Theory,35,6
178,Sheldon,1, Well this is an interesting development. ,1,Big Bang Theory,42,6
179,Leonard,1, How so?,1,Big Bang Theory,8,2
180,Sheldon,1, It has been some time since we've had a woman take her clothes off in our apartment.,1,Big Bang Theory,85,17
181,Leonard,1," That's not true, remember at Thanksgiving my grandmother with Alzheimer's had that episode.",1,Big Bang Theory,92,13
182,Sheldon,1, Point taken. It has been some time since we've had a woman take her clothes off after which we didn't want to rip our eyes out. ,1,Big Bang Theory,129,26
183,Leonard,1, The worst part was watching her carve that turkey.,1,Big Bang Theory,51,9
184,Sheldon,1," So, what exactly are you trying to accomplish here?",1,Big Bang Theory,52,9
185,Leonard,1, Excuse me?,1,Big Bang Theory,11,2
186,Sheldon,1, That woman in there's not going to have sex with you.,1,Big Bang Theory,54,11
187,Leonard,1, Well I'm not trying to have sex with her.,1,Big Bang Theory,42,9
188,Sheldon,1," Oh, good. Then you won't be disappointed.",1,Big Bang Theory,42,7
189,Leonard,1," What makes you think she wouldn't have sex with me, I'm a male and she's a female?",1,Big Bang Theory,83,17
190,Sheldon,1," Yes, but not of the same species.",1,Big Bang Theory,34,7
191,Leonard,1," I'm not going to engage in hypotheticals here, I'm just trying to be a good neighbour.",1,Big Bang Theory,87,16
192,Sheldon,1," Oh, of course.",1,Big Bang Theory,15,3
193,Leonard,1, That's not to say that if a carnal relationship were to develop that I wouldn't participate. However briefly.,1,Big Bang Theory,110,18
194,Sheldon,1, Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?,1,Big Bang Theory,119,18
195,Leonard,1, It's Darth Vader shampoo.  Luke Skywalker's the conditioner.,1,Big Bang Theory,61,8
196,Howard,1, Wait till you see this.,1,Big Bang Theory,24,5
197,Raj,1, It's fantastic. Unbelievable.,1,Big Bang Theory,30,3
198,Leonard,1, See what?,1,Big Bang Theory,10,2
199,Howard,1, It's a Stephen Hawking lecture from MIT in 1974.,1,Big Bang Theory,49,9
200,Leonard,1, This is not a good time.,1,Big Bang Theory,25,6
201,Leonard,1," That's great, you guys have to go.",1,Big Bang Theory,35,7
202,Raj,1, Why?,1,Big Bang Theory,5,1
203,Leonard,1, It's just not a good time.,1,Big Bang Theory,27,6
204,Sheldon,1, Leonard has a lady over.,1,Big Bang Theory,25,5
205,Howard,1," Yeah, right, your grandmother back in town?",1,Big Bang Theory,44,7
206,Leonard,1," No. And she's not a lady, she's just a new neighbour.",1,Big Bang Theory,54,11
207,Howard,1," Hang on, there really is a lady here?",1,Big Bang Theory,38,8
208,Leonard,1, Uh-huh.,1,Big Bang Theory,8,1
209,Howard,1, And you want us out because you're anticipating coitus?,1,Big Bang Theory,56,9
210,Leonard,1, I'm not anticipating coitus.,1,Big Bang Theory,29,4
211,Howard,1, So she's available for coitus?,1,Big Bang Theory,31,5
213,Sheldon,1, Technically that would be coitus interruptus.,1,Big Bang Theory,46,6
214,Penny,1," Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!",1,Big Bang Theory,88,18
215,Howard,1," Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it's currently orbiting Jupiter's largest moon taking high-resolution digital photographs.",1,Big Bang Theory,213,28
216,Penny,1, Penny. I work at the Cheesecake Factory.,1,Big Bang Theory,41,7
217,Leonard,1," Come on, I'll show you the trick with the shower.",1,Big Bang Theory,50,10
218,Howard,1, Bon douche.,1,Big Bang Theory,12,2
219,Penny,1, I'm sorry?,1,Big Bang Theory,11,2
220,Howard,1, It's French for good shower. It's a sentiment I can express in six languages.,1,Big Bang Theory,78,14
221,Leonard,1," Save it for your blog, Howard.",1,Big Bang Theory,31,6
222,Howard,1, See-ka-tong-guay-jow.,1,Big Bang Theory,22,1
224,Leonard,1," Uh, there it goes, it sticks, I'm sorry.",1,Big Bang Theory,41,8
225,Penny,1, Okay. Thanks. ,1,Big Bang Theory,15,2
226,Leonard,1," You're welcome, oh, you're going to step right, okay, I'll.",1,Big Bang Theory,60,10
227,Penny,1," Hey, Leonard?",1,Big Bang Theory,14,2
228,Leonard,1, The hair products are Sheldon's.,1,Big Bang Theory,33,5
229,Penny,1," Um, okay. Can I ask you a favour.",1,Big Bang Theory,34,8
230,Leonard,1," A favour? Sure, you can ask me a favour, I would do you a favour for you.",1,Big Bang Theory,74,17
231,Penny,1, It's okay if you say no.,1,Big Bang Theory,25,6
232,Leonard,1," Oh, I'll probably say yes.",1,Big Bang Theory,27,5
233,Penny,1, It's just not the kind of thing you ask a guy you've just met.,1,Big Bang Theory,63,14
234,Leonard,1, Wow.,1,Big Bang Theory,5,1
236,Sheldon,1, I really think we should examine the chain of causality here.,1,Big Bang Theory,62,11
237,Leonard,1, Must we?,1,Big Bang Theory,9,2
238,Sheldon,1," Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman's ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?",1,Big Bang Theory,260,43
239,Leonard,1," She asked me to do her a favour, Sheldon.",1,Big Bang Theory,42,9
240,Sheldon,1," Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause.",1,Big Bang Theory,148,27
241,Leonard,1, Which is?,1,Big Bang Theory,10,2
242,Sheldon,1, You think with your penis.,1,Big Bang Theory,27,5
243,Leonard,1, That's a biological impossibility and you didn't have to come.,1,Big Bang Theory,63,10
244,Sheldon,1," Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can't she get her own TV.",1,Big Bang Theory,144,28
245,Leonard,1," Come on, you know how it is with break-ups.",1,Big Bang Theory,44,9
246,Sheldon,1, No I don't. And neither do you.,1,Big Bang Theory,32,7
247,Leonard,1," Wuh, I, I broke up with Joyce Kim.",1,Big Bang Theory,35,8
248,Sheldon,1," You did not break up with Joyce Kim, she defected to North Korea.",1,Big Bang Theory,66,13
249,Leonard,1, To mend her broken heart. This situation is much less complicated. There's some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.,1,Big Bang Theory,215,39
250,Sheldon,1, So we get to have a scene with him?,1,Big Bang Theory,36,9
251,Leonard,1," No, Sheldon, there's not going to be a scene. There's two of us and one of him.",1,Big Bang Theory,80,17
252,Sheldon,1," Leonard, the two of us can't even carry a TV. ",1,Big Bang Theory,47,10
254,Penny,1," So, you guys work with Leonard and Sheldon at the University?",1,Big Bang Theory,62,11
255,Penny,1," Uh, I'm sorry, do you speak English?",1,Big Bang Theory,37,7
256,Howard,1," Oh, he speaks English, he just can't speak to women.",1,Big Bang Theory,53,10
257,Penny,1," Really, why?",1,Big Bang Theory,13,2
258,Howard,1, He's kind of a nerd. Juice box?,1,Big Bang Theory,32,7
260,Leonard,1, I'll do the talking.,1,Big Bang Theory,21,4
262,Leonard,1," Hi, I'm Leonard, this is Sheldon.",1,Big Bang Theory,34,6
263,Sheldon,1, Hello.,1,Big Bang Theory,7,1
264,Leonard,1," What did I just. Uh, we're here to pick up Penny's TV.",1,Big Bang Theory,55,12
266,Sheldon,1," Okay, thanks for your time.",1,Big Bang Theory,28,5
267,Leonard,1, We're not going to give up just like that.,1,Big Bang Theory,43,9
268,Sheldon,1," Leonard, the TV is in the building, we've been denied access to the building, ergo we are done.",1,Big Bang Theory,96,18
269,Leonard,1," Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang.",1,Big Bang Theory,167,33
270,Sheldon,1, My apologies. What's your plan.,1,Big Bang Theory,32,5
271,Sheldon,1, It's just a privilege to watch your mind at work.,1,Big Bang Theory,50,10
272,Leonard,1," Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building.",1,Big Bang Theory,106,23
273,Sheldon,1, What do you think their combined IQ is?,1,Big Bang Theory,40,8
274,Leonard,1, Just grab the door.,1,Big Bang Theory,20,4
276,Leonard,1, This is it.  I'll do the talking.,1,Big Bang Theory,34,7
277,Sheldon,1," Good thinking, I'll just be the muscle.",1,Big Bang Theory,40,7
279,Leonard,1," I'm Leonard, this is Sheldon.",1,Big Bang Theory,30,5
280,Sheldon,1, From the intercom.,1,Big Bang Theory,19,3
282,Leonard,1, Oh. We're scientists.,1,Big Bang Theory,22,3
283,Sheldon,1, Tell him about our IQ.,1,Big Bang Theory,23,5
285,Sheldon,1, Leonard.,1,Big Bang Theory,9,1
286,Leonard,1, What?,1,Big Bang Theory,6,1
287,Sheldon,1, My mom bought me those pants.,1,Big Bang Theory,30,6
288,Leonard,1, I'm sorry.,1,Big Bang Theory,11,2
289,Sheldon,1, You're going to have to call her.,1,Big Bang Theory,34,7
291,Leonard,1," Sheldon, I'm so sorry I dragged you through this.",1,Big Bang Theory,50,9
292,Sheldon,1," It's okay. It wasn't my first pantsing, and it won't be my last.",1,Big Bang Theory,65,13
293,Leonard,1," And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex.",1,Big Bang Theory,126,24
294,Sheldon,1, Well you got me out of my pants.,1,Big Bang Theory,33,8
295,Leonard,1," Anyway, I've learned my lesson. She's out of my league, I'm done with her, I've got my work, one day I'll win the Nobel Prize and then I'll die alone.",1,Big Bang Theory,151,30
296,Sheldon,1," Don't think like that, you're not going to die alone.",1,Big Bang Theory,54,10
297,Leonard,1," Thank you Sheldon, you're a good friend.",1,Big Bang Theory,41,7
298,Sheldon,1, And you're certainly not going to win a Nobel Prize.,1,Big Bang Theory,53,10
300,Howard,1," This is one of my favourite places to kick back after a quest, they have a great house ale.",1,Big Bang Theory,92,19
301,Penny,1," Wow, cool tiger.",1,Big Bang Theory,17,3
302,Howard,1," Yeah, I've had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest.",1,Big Bang Theory,140,28
303,Penny,1," Uh, sounds interesting.",1,Big Bang Theory,24,3
304,Howard,1, So you'll think about it?,1,Big Bang Theory,26,5
305,Penny,1," Oh, I don't think I'll be able to stop thinking about it.",1,Big Bang Theory,58,12
306,Raj,1, Smooth.,1,Big Bang Theory,8,1
307,Leonard,1, We're home.,1,Big Bang Theory,12,2
308,Penny,1," Oh, my God, what happened?",1,Big Bang Theory,27,5
309,Leonard,1," Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory.",1,Big Bang Theory,91,14
310,Penny,1," I'm so sorry, I really thought if you guys went instead of me he wouldn't be such an ass.",1,Big Bang Theory,90,19
311,Leonard,1," No, it was a valid hypothesis.",1,Big Bang Theory,31,6
312,Sheldon,1, That was a valid hypothesis? What is happening to you?,1,Big Bang Theory,55,10
313,Penny,1," Really, thank you so much for going and trying you're, uh, you're so terrific. Why don't you put some clothes on, I'll get my purse and dinner is on me, okay?",1,Big Bang Theory,159,31
314,Leonard,1, Really? Great.,1,Big Bang Theory,15,2
315,Sheldon,1," Thank you. You're not done with her, are you?",1,Big Bang Theory,46,9
316,Leonard,1, Our babies will be smart and beautiful.,1,Big Bang Theory,40,7
317,Sheldon,1, Not to mention imaginary.,1,Big Bang Theory,26,4
319,Leonard,1, Is Thai food okay with you Penny?,1,Big Bang Theory,34,7
320,Penny,1, Sure.,1,Big Bang Theory,6,1
321,Sheldon,1," We can't have Thai food, we had Indian for lunch.",1,Big Bang Theory,50,10
322,Penny,1, So?,1,Big Bang Theory,4,1
323,Sheldon,1, They're both curry based cuisines.,1,Big Bang Theory,35,5
324,Penny,1, So?,1,Big Bang Theory,4,1
325,Sheldon,1, They would be gastronomically redundant. I can see we're going to have to spell out everything for this girl.,1,Big Bang Theory,110,19
326,Penny,1, Any ideas Raj? ,1,Big Bang Theory,16,3
327,Howard,1, Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.,1,Big Bang Theory,104,20
328,Penny,1, That sounds like fun.,1,Big Bang Theory,22,4
329,Howard,1," Baby, baby don't get hooked on me. Uh, baby, baby don't get hooked on me.",1,Big Bang Theory,74,15
331,Leonard,2," There you go, Pad Thai, no peanuts.",1,Big Bang Theory,36,7
332,Howard,2, But does it have peanut oil?,1,Big Bang Theory,29,6
333,Leonard,2," Uh, I'm not sure, everyone keep an eye on Howard in case he starts to swell up.",1,Big Bang Theory,80,17
334,Sheldon,2," Since it's not bee season, you can have my epinephrine.",1,Big Bang Theory,56,10
335,Raj,2, Are there any chopsticks?,1,Big Bang Theory,26,4
336,Sheldon,2," You don't need chopsticks, this is Thai food.",1,Big Bang Theory,46,8
337,Leonard,2, Here we go.,1,Big Bang Theory,12,3
338,Sheldon,2," Thailand has had the fork since the latter half of the nineteenth century. Interestingly they don't actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth.",1,Big Bang Theory,211,39
339,Leonard,2," Ask him for a napkin, I dare you.  I'll get it.",1,Big Bang Theory,48,11
340,Howard,2, Do I look puffy? I feel puffy.,1,Big Bang Theory,31,7
341,Penny,2, Hey Leonard.,1,Big Bang Theory,13,2
342,Leonard,2," Oh, hi Penny.",1,Big Bang Theory,14,3
343,Penny,2, Am I interrupting.,1,Big Bang Theory,19,3
344,Leonard,2, No.,1,Big Bang Theory,4,1
345,Sheldon,2," You're not swelling, Howard.",1,Big Bang Theory,29,4
346,Howard,2," No, no, look at my fingers, they're like Vienna sausages.",1,Big Bang Theory,58,10
347,Penny,2, Sounds like you have company.,1,Big Bang Theory,30,5
