index,character,episode,line,season,show,characters_spoken,words_spoken
61,Rachel,1," Well, maybe that's my decision. Well, maybeI don't need your money. Wait!! Wait, I said maybe!!",1,Friends,96,16
62,Monica,1," Just breathe, breathe.. that's it. Just tryto think of nice calm things...",1,Friends,75,12
64,Rachel,1, I'm all better now.,1,Friends,20,4
66,Monica,1," Okay, look, this is probably for the best,y'know? Independence. Taking control of your life. The whole,'hat' thing.",1,Friends,116,17
67,Joey,1,"  And hey, you need anything,you can always come to Joey. Me and Chandler live across the hall. And he's away a lot.",1,Friends,116,22
68,Monica,1," Joey, stop hitting on her! It's her weddingday!",1,Friends,48,8
69,Joey,1," What, like there's a rule or something?",1,Friends,40,7
70,Chandler,1," Please don't do that again, it's ahorrible sound.",1,Friends,50,8
72,Joey,1, Who's Paul?,1,Friends,12,2
73,Ross,1," Paul the Wine Guy, Paul?",1,Friends,25,5
74,Ross,1, He finally asked you out?,1,Friends,26,5
75,Monica,1, Yes!,1,Friends,5,1
76,Chandler,1," Ooh, this is a Dear Diary moment.",1,Friends,34,7
77,Monica,1," Rach, wait, I can cancel...",1,Friends,28,5
78,Rachel,1," Please, no, go, that'd be fine!",1,Friends,32,6
79,Monica,1,"  Are, are you okay? I mean, do youwant me to stay?",1,Friends,51,11
80,Ross,1,  That'd be good...,1,Friends,19,3
81,Monica,1,  Really?,1,Friends,9,1
82,Ross,1,"  No, go on! It's Paul the WineGuy!",1,Friends,35,7
84,Monica,1," Hi, come in! Paul, this is.. ... everybody, everybody, this is Paul.",1,Friends,69,12
86,Chandler,1," I'm sorry, I didn't catch your name. Paul,was it?",1,Friends,50,9
87,Monica,1," Okay, umm-umm, I'lljust--I'll be right back, I just gotta go ah, go ah...",1,Friends,74,13
88,Ross,1, A wandering?,1,Friends,13,2
89,Monica,1," Change! Okay,sit down.  Two seconds.",1,Friends,37,5
91,Joey,1," Hey, Paul!",1,Friends,11,2
93,Joey,1," Here's a little tip, shereally likes it when you rub her neck in the same spot over and over and over again untilit starts to get a little red.",1,Friends,144,29
94,Monica,1," Shut up, Joey!",1,Friends,15,3
95,Ross,1," So Rachel, what're you, uh... what're you upto tonight?",1,Friends,56,9
96,Rachel,1," Well, I was kinda supposed to be headed forAruba on my honeymoon, so nothing!",1,Friends,78,14
97,Ross,1," Right, you're not even getting your honeymoon,God.. No, no, although, Aruba, this time of year... talk about your-  -biglizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler arecoming over to help me put together my new furniture.",1,Friends,258,41
98,Chandler,1,"  Yes, and we're very excitedabout it. ",1,Friends,39,6
99,Rachel,1," Well actually thanks, but I think I'm justgonna hang out here tonight. It's been kinda a long day.",1,Friends,99,18
100,Ross,1," Okay, sure.",1,Friends,12,2
101,Joey,1," Hey Pheebs, you wanna help?",1,Friends,28,5
106,Ross,1,"  I'msupposed to attach a brackety thing to the side things, using a bunch of these little wormguys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.",1,Friends,184,34
107,Joey,1, I'm thinking we've got abookcase here.,1,Friends,39,6
108,Chandler,1, It's a beautiful thing.,1,Friends,24,4
109,Joey,1,  What's this?,1,Friends,14,2
110,Chandler,1, I would have tosay that is an 'L'-shaped bracket.,1,Friends,50,9
111,Joey,1, Which goes where?,1,Friends,18,3
112,Chandler,1, I have noidea.,1,Friends,15,3
113,Joey,1, Done with the bookcase!,1,Friends,24,4
114,Chandler,1, All finished!,1,Friends,14,2
115,Ross,1,"  This wasCarol's favorite beer. She always drank it out of the can, I should have known.",1,Friends,89,16
116,Joey,1," Hey-hey-hey-hey, if you'regonna start with that stuff we're outta here.",1,Friends,72,10
117,Chandler,1," Yes, please don't spoilall this fun.",1,Friends,37,6
118,Joey,1," Ross, let me ask you a question. She got thefurniture, the stereo, the good TV- what did you get?",1,Friends,98,19
119,Ross,1, You guys.,1,Friends,10,2
120,Chandler,1," Oh, God.",1,Friends,9,2
121,Joey,1, You got screwed.,1,Friends,17,3
122,Chandler,1, Oh my God!,1,Friends,11,3
124,Monica,1, Oh my God!,1,Friends,11,3
126,Monica,1," My brother's going through that right now,he's such a mess. How did you get through it?",1,Friends,88,16
128,Monica,1, -leg?,1,Friends,6,1
130,Monica,1," You actually broke her watch? Wow! The worst thing I ever did was, I-I shredded byboyfriend's favorite bath towel.",1,Friends,115,19
132,Rachel,1," Barry, I'm sorry... I am so sorry... I knowyou probably think that this is all about what I said the other day about you making lovewith your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...look,look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel,but it isn't me, it's not me. And not that I have any idea who me is right now, butyou just have to give me a chance too... ",1,Friends,463,90
134,Ross,1, I'm divorced! I'm only26 and I'm divorced!,1,Friends,43,7
135,Joey,1, Shut up!,1,Friends,9,2
136,Chandler,1, You must stop! ,1,Friends,16,3
137,Ross,1, That only took me an hour.,1,Friends,27,6
138,Chandler,1," Look, Ross, you gottaunderstand, between us we haven't had a relationship that has lasted longer than a Mento. You, however have had the love of a woman for four years. Four years of closeness and sharing at the end of which she ripped your heart out, andthat is why we don't do it! I don't think that was my point!",1,Friends,316,60
139,Ross,1," You know what the scariest part is? What ifthere's only one woman for everybody, y'know? I mean what if you get one woman- and that'sit? Unfortunately in my case, there was only one woman- for her...",1,Friends,200,36
140,Joey,1," What are you talking about? 'One woman'?That's like saying there's only one flavor of ice cream for you. Lemme tell you something,Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing!Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is thebest thing that ever happened to you! You got married, you were, like, what, eight?Welcome back to the world! Grab a spoon!",1,Friends,428,72
141,Ross,1, I honestly don't know if I'm hungry or horny.,1,Friends,46,9
143,Monica,1," What?..... What, you wanna spell it out withnoodles?",1,Friends,53,8
145,Monica,1," Oh, so there is gonna be a fifth date?",1,Friends,39,9
147,Monica,1," Yeah... yeah, I think there is. -What wereyou gonna say?",1,Friends,57,10
149,Monica,1,"  Oh God, ohGod, I am sorry... I am so sorry...",1,Friends,47,10
151,Monica,1, I know being spit on is probably not whatyou need right now. Um... how long?,1,Friends,77,15
153,Monica,1, Wow! I'm-I'm-I'm glad you smashed her watch!,1,Friends,45,7
155,Monica,1," ...Yeah. Yeah, I do.",1,Friends,21,4
158,Rachel,1, Oh...see... but Joanne loved Chachi! That'sthe difference!,1,Friends,59,7
160,Ross,1,"  Grab a spoon. Do you know how longit's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anythingto you? ",1,Friends,133,25
161,Joey,1," Great story! But, I uh,I gotta go, I got a date with Andrea--Angela--Andrea... Oh man, ",1,Friends,88,15
162,Chandler,1," Angela's the screamer,Andrea has cats.",1,Friends,39,5
163,Joey,1, Right. Thanks.It's June. I'm outta here. ,1,Friends,42,6
164,Ross,1," Y'know, here's the thing. Even if I could getit together enough to- to ask a woman out,... who am I gonna ask? ",1,Friends,112,22
166,Rachel,1," Isn't this amazing? I mean, I have nevermade coffee before in my entire life.",1,Friends,78,14
167,Chandler,1, That is amazing.,1,Friends,17,3
168,Joey,1, Congratulations. ,1,Friends,18,1
169,Rachel,1," Y'know, I figure if I canmake coffee, there isn't anything I can't do.",1,Friends,71,13
170,Chandler,1," If can invade Poland,there isn't anything I can't do.",1,Friends,54,9
171,Joey,1," Listen, while you're on a roll, if you feellike you gotta make like a Western omelet or something...  Although actually I'm really not thathungry...",1,Friends,149,24
172,Monica,1,"  Ohgood, Lenny and Squigy are here.",1,Friends,36,6
175,Joey,1," Morning, Paul.",1,Friends,15,2
176,Rachel,1," Hello, Paul.",1,Friends,13,2
177,Chandler,1," Hi, Paul, is it?",1,Friends,17,4
179,Monica,1, Stop!,1,Friends,6,1
181,Monica,1, We'll talk later.,1,Friends,18,3
183,Joey,1, That wasn't a real date?! What the hell do youdo on a real date?,1,Friends,65,14
184,Monica,1," Shut up, and put my table back.",1,Friends,32,7
186,Chandler,1," All right, kids, I gotta get to work. If Idon't input those numbers,... it doesn't make much of a difference... ",1,Friends,113,20
187,Rachel,1," So, like, you guys all have jobs?",1,Friends,34,7
188,Monica,1," Yeah, we all have jobs. See, that's how webuy stuff.",1,Friends,53,10
189,Joey,1," Yeah, I'm an actor.",1,Friends,20,4
190,Rachel,1, Wow! Would I have seen you in anything?,1,Friends,40,8
191,Joey,1, I doubt it. Mostly regional work.,1,Friends,34,6
192,Monica,1," Oh wait, wait, unless you happened to catchthe Reruns' production of Pinocchio, at the little theater in thepark.",1,Friends,114,18
193,Joey,1," Look, it was a job all right?",1,Friends,30,7
194,Chandler,1," 'Look, Gippetto, I'm a real live boy.'",1,Friends,39,7
195,Joey,1, I will not take this abuse. ,1,Friends,29,6
196,Chandler,1," You're right, I'm sorry.  ""Once I was a wooden boy, a little wooden boy...""",1,Friends,76,14
197,Joey,1," You should both know,that he's a dead man. Oh, Chandler?  ",1,Friends,59,10
198,Monica,1, So how you doing today? Did you sleep okay?Talk to Barry? I can't stop smiling.,1,Friends,80,15
199,Rachel,1, I can see that. You look like you slept witha hanger in your mouth.,1,Friends,68,14
200,Monica,1," I know, he's just so, so... Do you rememberyou and Tony DeMarco?",1,Friends,65,12
201,Rachel,1," Oh, yeah.",1,Friends,10,2
202,Monica,1," Well, it's like that. With feelings.",1,Friends,37,6
203,Rachel,1, Oh wow. Are you in trouble.,1,Friends,28,6
204,Monica,1, Big time!,1,Friends,10,2
205,Rachel,1, Want a wedding dress? Hardly used.,1,Friends,35,6
206,Monica,1," I think we are gettinga little ahead of selves here. Okay. Okay. I am just going to get up, go to workand not think about him all day. Or else I'm just gonna get up and go to work.",1,Friends,181,39
207,Rachel,1," Oh, look, wish me luck!",1,Friends,24,5
208,Monica,1, What for?,1,Friends,10,2
209,Rachel,1, I'm gonna go get one of those  jobthings.,1,Friends,42,8
212,Monica,1," Hey Frannie, welcome back! How was Florida? ",1,Friends,45,7
214,Monica,1, How do you do that?,1,Friends,20,5
216,Monica,1, You know Paul? ,1,Friends,16,3
218,Monica,1, You mean you know Paul like I know Paul? ,1,Friends,42,9
221,Joey,1, Of course it was a line! ,1,Friends,26,6
222,Monica,1," Why?! Why? Why, why would anybody do something like that? ",1,Friends,59,10
223,Ross,1, I assume we're looking for an answer more sophisticated than 'to get youinto bed'. ,1,Friends,84,14
224,Monica,1, I hate men! I hate men!,1,Friends,24,6
226,Monica,1, Is it me? Is it like I have some sort ofbeacon that only dogs and men with severe emotional problems can hear? ,1,Friends,112,22
228,Monica,1," I just thought he was nice, y'know? ",1,Friends,37,7
229,Joey,1,  I can't believe you didn't know it was a line!,1,Friends,48,10
230,Rachel,1, Guess what? ,1,Friends,13,2
231,Ross,1, You got a job? ,1,Friends,16,4
232,Rachel,1, Are you kidding? I'm trained for nothing! I was laughed out of twelveinterviews today. ,1,Friends,88,14
233,Chandler,1, And yet you're surprisingly upbeat. ,1,Friends,37,5
234,Rachel,1," You would be too if you found John and David boots on sale, fiftypercent off! ",1,Friends,79,15
235,Chandler,1," Oh, how well you know me... ",1,Friends,29,6
236,Rachel,1," They're my new 'I don't need a job, I don't need my parents, I've gotgreat boots' boots! ",1,Friends,90,17
237,Monica,1, How'd you pay for them? ,1,Friends,25,5
238,Rachel,1," Uh, credit card. ",1,Friends,18,3
239,Monica,1, And who pays for that? ,1,Friends,24,5
240,Rachel,1, Um... my... father. ,1,Friends,21,3
242,Rachel,1," Oh God, come on youguys, is this really necessary? I mean, I can stop charging anytime I want. ",1,Friends,96,18
243,Monica,1," C'mon, you can't live off your parents your whole life. ",1,Friends,57,10
244,Rachel,1, I know that. That's why I was getting married. ,1,Friends,48,9
246,Rachel,1, Thank you. ,1,Friends,12,2
248,Ross,1, The word you're looking for is 'Anyway'... ,1,Friends,44,7
249,Monica,1," All right, you ready?",1,Friends,22,4
250,Rachel,1," No. No, no, I'm notready! How can I be ready? ""Hey, Rach! You ready to jump out theairplane without your parachute?"" Come on, I can't do this!",1,Friends,143,27
251,Monica,1," You can, I know youcan! ",1,Friends,25,5
252,Rachel,1, I don't think so.,1,Friends,18,4
253,Ross,1," Come on, you madecoffee!  You can do anything! ",1,Friends,48,8
254,Ross,1," C'mon, cut. Cut, cut, cut,... ",1,Friends,31,5
256,Rachel,1, Y'know what? I thinkwe can just leave it at that. It's kinda like a symbolic gesture...,1,Friends,88,16
257,Monica,1, Rachel!That was a library card! ,1,Friends,33,5
259,Chandler,1,"  Y'know, if you listen closely, you can hear a thousand retailers scream. ",1,Friends,75,12
260,Monica,1, Welcome to the real world! It sucks. You'regonna love it! ,1,Friends,59,10
261,Monica,1," Well, that's it  You gonna crash on the couch? ",1,Friends,48,9
262,Ross,1," No. No, I gotta go home sometime. ",1,Friends,35,7
263,Monica,1, You be okay? ,1,Friends,14,3
264,Ross,1, Yeah. ,1,Friends,7,1
265,Rachel,1," Hey Mon, look what I just found on the floor.  What? ",1,Friends,54,11
266,Monica,1," That's Paul's watch. You just put it back where you found it. Oh boy.Alright. Goodnight, everybody. ",1,Friends,101,16
268,Ross,1," Mmm.  Oh, no- ",1,Friends,15,3
269,Rachel,1, Sorry- ,1,Friends,8,1
270,Ross,1," No no no, go- ",1,Friends,15,4
271,Rachel,1," No, you have it, really, I don't want it- ",1,Friends,43,9
272,Ross,1, Split it? ,1,Friends,11,2
273,Rachel,1, Okay. ,1,Friends,7,1
274,Ross,1," Okay.  You know you probably didn't know this, but back inhigh school, I had a, um, major crush on you. ",1,Friends,105,20
275,Rachel,1, I knew. ,1,Friends,9,2
276,Ross,1, You did! Oh.... I always figured you just thought I was Monica's geekyolder brother. ,1,Friends,86,14
277,Rachel,1, I did. ,1,Friends,8,2
278,Ross,1," Oh. Listen, do you think- and try not to let my intense vulnerabilitybecome any kind of a factor here- but do you think it would be okay if I asked you out?Sometime? Maybe? ",1,Friends,174,33
279,Rachel,1," Yeah, maybe... ",1,Friends,16,2
280,Ross,1," Okay... okay, maybe I will... ",1,Friends,31,5
281,Rachel,1, Goodnight. ,1,Friends,12,1
282,Ross,1, Goodnight. ,1,Friends,12,1
283,Monica,1," See ya.... Waitwait, what's with you? ",1,Friends,39,6
284,Ross,1, I just grabbed a spoon.  ,1,Friends,26,5
286,Joey,1, I can't believe what I'm hearing here. ,1,Friends,40,7
288,Monica,1, What? I-I said you had a- ,1,Friends,27,6
290,Monica,1,  Would you stop? ,1,Friends,18,3
293,Monica,1," I said that you had a nicebutt, it's just not a great butt.",1,Friends,60,13
294,Joey,1," Oh, you wouldn't know a greatbutt if it came up and bit ya.",1,Friends,60,13
295,Ross,1, There's an image.,1,Friends,18,3
296,Rachel,1,  Would anybody like more coffee? ,1,Friends,34,5
297,Chandler,1," Did you make it, or are you just serving it? ",1,Friends,46,10
298,Rachel,1, I'm just serving it. ,1,Friends,22,4
300,Chandler,1," Kids, new dream... I'm in Las Vegas. ",1,Friends,38,7
302,Rachel,1," Ugh.  Excuse me, could you givethis to that guy over there?  Go ahead.  Thankyou.  Sorry. Okay, Las Vegas.",1,Friends,107,18
303,Chandler,1," Okay, so, I'm in LasVegas... I'm Liza Minelli- ",1,Friends,48,8
304,Monica,2," What you guys don't understand is, for us,kissing is as important as any part of it. ",1,Friends,86,16
305,Joey,2," Yeah, right!.......Y'serious? ",1,Friends,31,2
307,Rachel,2, Everything you need to know is in that first kiss. ,1,Friends,52,10
308,Monica,2, Absolutely. ,1,Friends,13,1
309,Chandler,2," Yeah, I think for us, kissing is pretty much like an opening act,y'know? I mean it's like the stand-up comedian you have to sit through before Pink Floydcomes out. ",1,Friends,165,29
310,Ross,2," Yeah, and-and it's not that we don't like the comedian, it's that-that...that's not why we bought the ticket. ",1,Friends,111,18
311,Chandler,2," The problem is, though, after the concert's over, no matter how greatthe show was, you girls are always looking for the comedian again, y'know? I mean, we'rein the car, we're fighting traffic... basically just trying to stay awake. ",1,Friends,233,38
312,Joey,2, ....Are we still talking about sex?,1,Friends,36,6
314,Ross,2," No, it's good, it is good, it's just that- mm- doesn't she seem a littleangry? ",1,Friends,80,15
316,Ross,2, Does she. ,1,Friends,11,2
318,Ross,2," Marsha, these are cave people. Okay? They have issues like 'Gee, thatglacier's getting kinda close.' See? ",1,Friends,107,16
320,Ross,2,  No. No. ,1,Friends,10,2
322,Ross,2," Okay, okay, yes, it is.  How about I'll, uh, catch up with you inthe Ice Age. ",1,Friends,79,16
323,Ross,2,Hi. ,1,Friends,4,1
325,Ross,2," You look great. I, uh... I hate that. ",1,Friends,39,8
327,Ross,2," Ah, well, in here, anyone who... stands erect... So what's new? Still,uh... ",1,Friends,77,12
329,Ross,2," Well... you never know. How's, um.. how's the family? ",1,Friends,55,9
331,Ross,2," Why- why are you here, Carol? ",1,Friends,31,6
333,Ross,2, Pregnant?! ,1,Friends,12,1
335,Chandler,2," Oh, I think this is the episode of Three'sCompany where there's some kind of misunderstanding. ",1,Friends,96,15
337,Monica,2,  Are you through with that? ,1,Friends,29,5
338,Joey,2," Yeah, sorry, the swallowing slowed me down. ",1,Friends,45,7
339,Monica,2, Whose little ball of paper is this?! ,1,Friends,38,7
340,Chandler,2," Oh, uh, that would be mine. See, I wrote a note to myself, and then Irealised I didn't need it, so I balled it up and... ...now I wish I was dead. ",1,Friends,148,32
342,Monica,2," Look , I'm sorry, guys, I just don't wanna give them any more ammunitionthan they already have. ",1,Friends,97,17
343,Chandler,2," Yes, and we all know how cruel a parent can be about the flatness of achild's pillow. ",1,Friends,87,17
345,Joey,2," Yeah, calm down. You don't see Ross getting all chaotic and twirly everytime they come. ",1,Friends,89,15
346,Monica,2," That's because as far as my parents are concerned, Ross can do no wrong.Y'see, he's the Prince. Apparently they had some big ceremony before I was born. ",1,Friends,154,27
347,Chandler,2,"  Ew, ew, ew, ew ew ew ew ew! ",1,Friends,30,8
348,Monica,2, What? ,1,Friends,7,1
349,Chandler,2, Ugly Naked Guy got a Thighmaster! ,1,Friends,35,6
351,Rachel,2, Has anybody seen my engagement ring? ,1,Friends,38,6
353,Rachel,2," Oh God, oh God, oh God oh God oh God oh God....  ",1,Friends,50,12
355,Rachel,2," Oh, like I wasn't dreading tomorrow enough, having to give it back tohim... 'Hi Barry! Remember me? I'm the girl in the veil who stomped on your heart in frontof your entire family!' Oh God and now I'm gonna have to return the ring, without thering, which makes it so much harder... ",1,Friends,284,52
356,Monica,2," Easy Rach, we'll find it.  Won't we! ",1,Friends,38,7
358,Joey,2," Alright, when'd'ya have it on last?",1,Friends,36,6
360,Chandler,2, You don't get a lot of 'doy' these days... ,1,Friends,44,9
361,Rachel,2," I know I had it this morning, and I know I had it when I was in thekitchen with... ",1,Friends,84,19
362,Chandler,2, ...Dinah? ,1,Friends,11,1
363,Rachel,2,"  Ohhhhh, don't be mad... ",1,Friends,26,4
364,Monica,2, You didn't. ,1,Friends,13,2
365,Rachel,2," Oh, I am sorry... ",1,Friends,19,4
366,Monica,2, I gave you one job!  ,1,Friends,22,5
367,Rachel,2," Oh, but look how straight those noodles are! ",1,Friends,46,8
368,Chandler,2," Now, Monica, you know that's not how you look for an engagement ringin a lasagne... ",1,Friends,85,15
369,Monica,2,  I just... can't do it. ,1,Friends,25,5
370,Chandler,2, Boys? We're going in. ,1,Friends,23,4
371,Ross,2, .....Hi. ,1,Friends,10,1
372,Monica,2, Wow. That is not a happy hi. ,1,Friends,30,7
373,Ross,2, Carol's pregnant. ,1,Friends,19,2
375,Monica,2, W-w-wh-... wha-... w-w-w-... ,1,Friends,30,3
376,Ross,2," Yeah. Do that for another two hours, you might be where I am right aboutnow.  ",1,Friends,79,15
377,Chandler,2," Kinda puts that whole pillow thing in perspective, huh, Mon? ",1,Friends,62,10
378,Rachel,2," Well now, how-how do you fit into this whole thing? ",1,Friends,53,10
379,Ross,2," Well, Carol says she and Susan want me to be involved, but if I'm notcomfortable with it, I don't have to be involved.. basically it's entirely up to me. ",1,Friends,155,29
381,Monica,2, What does she mean by 'involved'? ,1,Friends,35,6
382,Chandler,2," I mean presumably, the biggest part of your job is done. ",1,Friends,58,11
383,Ross,2," Anyway, they want me to go down to this- sonogram thing with themtomorrow. ",1,Friends,76,13
384,Rachel,2, So what are you gonna do? ,1,Friends,27,6
385,Ross,2," I have no idea. No matter what I do, though, I'm still gonna be a father. ",1,Friends,75,16
386,Joey,2," .....Well, this is still ruined, right?",1,Friends,40,6
388,Monica,2, Curry. ,1,Friends,8,1
390,Ross,2," I- I think they're great! I, I really do. ",1,Friends,43,9
393,Ross,2," Aw, Mom... ",1,Friends,12,2
394,Monica,2," I'm sorry, why is this girl going to call me? ",1,Friends,47,10
396,Monica,2," No Mom, I don't have a restaurant, I work in a restaurant. ",1,Friends,60,12
398,Monica,2," Ross, could you come and help me with the spaghetti, please? ",1,Friends,62,11
399,Ross,2, Yeah.  ,1,Friends,8,1
401,Monica,2," I know this is going to sound unbelievably selfish, but, were youplanning on bringing up the whole baby/lesbian thing? Because I think it might take someof the heat off me. ",1,Friends,174,30
405,Monica,2, What's that supposed to mean? ,1,Friends,31,5
407,Monica,2, No it's not. ,1,Friends,14,3
411,Monica,2,"  So, Ross, what's going onwith you? Any stories?  No news, no little anecdotes toshare with the folks? ",1,Friends,104,17
412,Ross,2,"  Okay! Okay.  Look, I, uh- I realiseyou guys have been wondering what exactly happened between Carol and me, and, so, well,here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnantwith my child, and she and Susan are going to raise the baby. ",1,Friends,275,47
415,Joey,2," Your folks are really that bad, huh? ",1,Friends,38,7
416,Ross,2," Well, y'know, these people are pros. They know what they're doing, theytake their time, they get the job done. ",1,Friends,112,19
417,Monica,2," Boy, I know they say you can't change your parents,... boy, if youcould-  -I'd want yours. ",1,Friends,92,16
418,Ross,2, Must pee.  ,1,Friends,12,2
420,Rachel,2, You're twins? ,1,Friends,15,2
422,Chandler,2, What does she do? ,1,Friends,19,4
424,Rachel,2," All right, you guys, I kinda gotta clean up now.  ",1,Friends,51,10
425,Monica,2," Chandler, you're an only child, right? You don't have any of this. ",1,Friends,68,12
426,Chandler,2," Well, no, although I did have an imaginary friend, who... my parentsactually preferred. ",1,Friends,89,13
427,Rachel,2," The lights, please..",1,Friends,21,3
428,Ross,2, ...How long was I in there? ,1,Friends,29,6
429,Rachel,2, I'm just cleaning up. ,1,Friends,23,4
430,Ross,2, D'ya.. uh.. d'ya need any help? ,1,Friends,33,6
431,Rachel,2," Uh.. okay, sure! Thanks!  ",1,Friends,27,4
432,Ross,2," Anyway.. um..  So, you- uh- you nervous about Barrytomorrow? ",1,Friends,62,9
433,Rachel,2, Oh.. a little.. ,1,Friends,17,3
434,Ross,2, Mm-hmm.. ,1,Friends,10,1
435,Rachel,2, A lot. ,1,Friends,8,2
436,Ross,2, Mm. ,1,Friends,5,1
437,Rachel,2," So, got any advice? Y'know, as someone who's recently been- dumped? ",1,Friends,69,11
438,Ross,2," Well, you may wanna steer clear of the word 'dumped'. Chances are he'sgonna be this, this broken shell of a man, y'know, so you should try not to look tooterrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll giveBarry back his ring, and you can go with Carol and Susan to the OB/GYN... ",1,Friends,316,60
439,Rachel,2," Oh, you've got Carol tomorrow.. When did it get so complicated? ",1,Friends,65,11
440,Ross,2, Got me. ,1,Friends,9,2
