index,character,episode,line,season,show,characters_spoken,words_spoken
141,Summer,1,What couldwedo?,2,Rick and Morty,15,2
143,Summer,1,"Wait, what am I saying?",2,Rick and Morty,23,5
145,Rick,1,*belch* Were either of you guys uncertain about anything just now?,2,Rick and Morty,66,11
147,Morty,1,Oh man... I don't feel good.,2,Rick and Morty,28,6
149,Morty,1,Am I me? I think so.,2,Rick and Morty,20,6
151,Morty,1,A-am I talking right now?,2,Rick and Morty,25,5
153,Morty,1,"Wait, who said that?",2,Rick and Morty,20,4
155,Rick,1,"Alright both of you, just don't move, don't speak, don't think. I have to check something.",2,Rick and Morty,90,16
157,Summer,1,What should we do Morty?,2,Rick and Morty,24,5
159,Summer,1,I'm gonna help Grampa.,2,Rick and Morty,22,4
161,Morty,1,Let's see if he needs help.,2,Rick and Morty,27,6
163,Morty,1,What do you meanyou'regonna help him.,2,Rick and Morty,37,6
165,Summer,1,"Ugh, I can help too.",2,Rick and Morty,20,5
169,Morty,1,What's going on Rick?,2,Rick and Morty,21,4
171,Summer,1,What's happening Grampa?,2,Rick and Morty,24,3
173,Rick,1,Shut up!  Oh crap are you kidding me? Two dots? This never needs to be more than one dot. The two of you made us uncertain!,2,Rick and Morty,123,26
175,Morty,1,What do you mean?,2,Rick and Morty,17,4
177,Morty,1,What? In English?,2,Rick and Morty,17,3
179,Summer,1,What? English please?,2,Rick and Morty,21,3
181,Summer,1,What are you talking about?,2,Rick and Morty,27,5
183,Rick,1,Our time is fractured. You two somehow created a feedback loop of uncertainty that's split our reality into two equally possible impossiblities. W-we're exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. We're entirely hypothetical.,2,Rick and Morty,281,41
185,Morty,1,But I thought there were infinite timelines.,2,Rick and Morty,44,7
187,Rick,1,"We're not on any timeline, dummy. Look.",2,Rick and Morty,39,7
191,Morty,1,Oh my god!,2,Rick and Morty,10,3
193,Summer,1,Are those cats?,2,Rick and Morty,15,3
195,Rick,1,"I assume they're Schrodinger's cats. A-actually, I assume they both are and aren't, just like us.",2,Rick and Morty,97,16
199,Rick,1,–Mom and Dad?” Get your head out of your family's ass. The three of us are lost in a timeless oblivion. Your parents get to exist. They're probably living it up in some pointless grounded story about their sh*t marriage.,2,Rick and Morty,220,40
203,Jerry,1,Cold Stone Creamery is the best. What should we do with ourremainingtwenty dollars?,2,Rick and Morty,83,13
205,Beth,1,You realize they sing no matter how much you tip.,2,Rick and Morty,49,10
209,Beth,1,Holy sh*t! What happened?,2,Rick and Morty,25,4
211,Jerry,1,I hit a deer! W-we have to tell the cops you were driving.,2,Rick and Morty,58,13
213,Beth,1,W-what?,2,Rick and Morty,7,1
215,Jerry,1,This is Rum Raisin!,2,Rick and Morty,19,4
219,Beth,1,It's still alive.,2,Rick and Morty,17,3
221,Jerry,1,"Well, do we- doIuh, get a big rock? Or-",2,Rick and Morty,39,9
223,Beth,1,"It's not an armadillo, asshole!",2,Rick and Morty,31,5
225,Jerry,1,"I thought that's what a man's supposed to say, it's not like I could have actually done it.",2,Rick and Morty,91,18
227,Beth,1,"If we were near a hospital, I could treat it, but I-I think we have to just-",2,Rick and Morty,76,17
229,Jerry,1,"It's okay, this is just something that happens. And even if we were in a hospital, what could we do, you're a horse surgeon, not a deer surgeon.",2,Rick and Morty,144,28
231,Beth,1,So...,2,Rick and Morty,5,1
233,Jerry,1,Well don't different animals-,2,Rick and Morty,29,4
235,Beth,1,Require different levels of skill to keep alive?,2,Rick and Morty,48,8
237,Jerry,1,Oh god...,2,Rick and Morty,9,2
239,Beth,1,"Get the deer in the car, Jerry.",2,Rick and Morty,31,7
241,Jerry,1,Yes Beth.,2,Rick and Morty,9,2
245,Rick,1,"This is why you don't freeze time, you guys. It's incredibly irresponsible.",2,Rick and Morty,75,12
247,Morty,1,And you did it so you could clean the house after a party.,2,Rick and Morty,58,13
249,Morty,1,And you did it so you could clean the house after a party?,2,Rick and Morty,58,13
251,Rick,1,"Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be –is”.",2,Rick and Morty,215,34
253,Morty,1,Or...,2,Rick and Morty,5,1
255,Morty,1,Or?,2,Rick and Morty,3,1
257,Rick,1,We –isn't”,2,Rick and Morty,10,2
259,Rick,1,"Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time.",2,Rick and Morty,201,33
263,Rick,1,"Whatever you're asking, the answer is I'm amazing. And away we go!",2,Rick and Morty,66,12
267,Rick,1,"Huh, what do you know, it's working",2,Rick and Morty,35,7
269,Summer,1,"Ow, ow ouch!",2,Rick and Morty,12,3
271,Morty,1,"Whoa, ow, ow.",2,Rick and Morty,13,3
273,Rick,1,Oh sh*t.,2,Rick and Morty,8,2
277,Rick,1,What the hell is wrong with you two!? Ii'I mi'I mi'I mean you four!?,2,Rick and Morty,68,14
281,Rick,1,"Good I'm glad it was painful. You do deserve it! I saw you, you're both *belch* all over the damn place. We've been split for twenty minutes and your lives are already scattered to the quantum f***ing wind? What the hell do either of you have to be so uncertain about? Your brand of zit cream? Which chair to sit in while I do everything? Come on, spit it out!",2,Rick and Morty,360,70
283,Morty,1,"Well you don't exactly make it easy, Rick!",2,Rick and Morty,42,8
285,Morty,1,You make fun of me all the time and now Summer's doing it too!,2,Rick and Morty,62,14
287,Morty,1,You're always picking on me and now you got someone to kiss your ass!,2,Rick and Morty,69,14
289,Summer,1,Me? What about you? Would you get more excited to see me fail? You want Grampa all to yourself!,2,Rick and Morty,95,19
291,Summer,1,"Me? You're just as mean to me because you're jealous, because you want Grampa all to yourself!",2,Rick and Morty,94,17
293,Rick,1,"Alright, cool it, I see what's happening here. You're both young, you're both unsure about your place in the universe, you both wanna be –Grampa's favorite.” I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampa's concerned, you're both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway.",2,Rick and Morty,503,92
299,Beth,1,"Emergency, wounded deer coming in.",2,Rick and Morty,34,5
307,Beth,1,"I'm a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake.",2,Rick and Morty,100,16
311,Beth,1,"As a vet, I'm sure you know a deer is closer to a horse than you are to a doctor, so let's save the measuring for when our dicks are out, it's time to save a life!",2,Rick and Morty,163,37
317,Beth,1,"That's odd, this deer's wounded.",2,Rick and Morty,32,5
319,Jerry,1,"Uh, yeah, I was there, you don't have to rub it in.",2,Rick and Morty,51,12
321,Beth,1,I mean it's been shot. With a gun.,2,Rick and Morty,34,8
329,Beth,1,"*sigh* We don't have time for this, okay! I need anesthetic, and deer saline!",2,Rick and Morty,77,14
335,Beth,1,"In your dreams, bitch! Scalpel!",2,Rick and Morty,31,5
339,Rick,1,"So in conclusion, you're both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly can't tell the two of you half the time because I don't go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved? Everybody nice and certain about their position inmyworld?",2,Rick and Morty,355,59
343,Rick,1,"Alright, perfect. Sit still, *belch* arms down, I'm gonna do this again, this time, be like Grampa.",2,Rick and Morty,99,17
345,Morty,1,You mean drunk?,2,Rick and Morty,15,3
347,Rick,1,And away we go!,2,Rick and Morty,15,4
349,Rick,1,What's that? You got something to say?,2,Rick and Morty,38,7
351,Morty,1,No.,2,Rick and Morty,3,1
353,Rick,1,And away we go!,2,Rick and Morty,15,4
355,Rick,1,"Huh, that's weird. Oh my god.",2,Rick and Morty,29,6
357,Summer,1,What?,2,Rick and Morty,5,1
359,Rick,1,That son of a bitch is gonna kill me!,2,Rick and Morty,37,9
361,Rick,1,"Follicle unfeeling sociopath. Don't you get it? He thinks he can save his own skin by using the crystal to kill me. He probably figures it's easier to eliminate one of the possibilities rather than merge them. I have to admit, it's always in the back of my mind too. The difference is I would never do it! Until now...",2,Rick and Morty,318,60
363,Rick,1,"Don't you get it? don't you get it? The other Rick isn't trying to merge us anymore. He thinks he can save his own skin by using the crystal to kill me. He probably figures it's easier to eliminate one of the possibilities rather than merge them. I have to admit, it's always in the back of my mind too. The difference is I would never do it! Until now...",2,Rick and Morty,355,70
365,Morty,1,Rick what the hell are you doing?,2,Rick and Morty,33,7
367,Rick,1,Saving our lives. After he takes me out he's gonna be coming for you!,2,Rick and Morty,69,14
369,Summer,1,Who?,2,Rick and Morty,4,1
371,Rick,1,Me!,2,Rick and Morty,3,1
373,Rick,1,You see that? Get down.,2,Rick and Morty,23,5
375,Summer,1,Ahh!,2,Rick and Morty,4,1
377,Morty,1,Whoa whoa!,2,Rick and Morty,10,2
379,Rick,1,I told you he's a psycho!,2,Rick and Morty,25,6
381,Rick,1,He's lost it. The time fracture must have made him crazy!,2,Rick and Morty,57,11
383,Rick,1,I don't know what to do! I don't know what to do!,2,Rick and Morty,49,12
389,Rick,1,"Oh god, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK F***S? YOU WANNA SEE CHILDREN DIE?",2,Rick and Morty,256,45
393,Beth,1,"You son of a bitch, you don't stop living until I SAY SO!",2,Rick and Morty,57,13
405,Jerry,1,She normally works on horses.,2,Rick and Morty,29,5
407,Beth,1,"Jerry, if you're not gonna help, get the f*** out of here! I will reach into heaven and yank your screaming deer soul back!",2,Rick and Morty,123,24
413,Rick,1,"Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!",2,Rick and Morty,173,33
417,Summer,1,"Holy sh*t, now what?",2,Rick and Morty,20,4
419,Morty,1,"Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesn't that mean that we're all synchronized?",2,Rick and Morty,126,25
421,Summer,1,Right.,2,Rick and Morty,6,1
423,Morty,1,"Okay... so from now on, whatever we do we have to be certain.",2,Rick and Morty,61,13
425,Summer,1,Right...,2,Rick and Morty,8,1
427,Morty,1,I think I'm certain we're F'd in the A.,2,Rick and Morty,39,9
433,Rick,1,"Oh god, my head. What did you guys do?",2,Rick and Morty,38,9
435,Morty,1,"We put you in a dog crate because you were acting crazy, and you caused another time fracture.",2,Rick and Morty,94,18
437,Summer,1,You tried to kill yourself!,2,Rick and Morty,27,5
439,Rick,1,"Only in self defense, myself tried to kill me first! Guys, I don't expect you to understand this, but time breaking twice means our problem is two times bigger and we've got half as much time to solve it. Well actually, I do expect you to understand that, it's basic math. C-could someone just let me out of here? If I die in a cage I lose a bet.",2,Rick and Morty,346,69
441,Summer,1,Well is there some way you can prove you're not a threat to yourself and others anymore?,2,Rick and Morty,88,17
443,Rick,1,"Ah, for god's sake, alright here, give me the time crystal.",2,Rick and Morty,59,11
445,Morty,1,W-what're you doing?,2,Rick and Morty,20,3
447,Rick,1,"Calling myself. Here, listen, *belch* it'll probably go to voice mail since, you know, I'm calling myself.",2,Rick and Morty,106,17
451,Rick,1,"Don't fall for it, it's a bit.",2,Rick and Morty,30,7
455,Rick,1,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails. *voicemail repeats* Yeah yeah, I heard this one. *voicemail repeats two more times* You get the idea *belch* we're cool now.",2,Rick and Morty,303,55
457,Summer,1,"Okay, well we're still not gonna let you out of this crate.",2,Rick and Morty,59,12
459,Rick,1,Fine I'll just do it myself.,2,Rick and Morty,28,6
461,Morty,1,If you could get out that whole time why didn't you?,2,Rick and Morty,52,11
463,Rick,1,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds.",2,Rick and Morty,178,33
465,Morty,1,"You know, geez Rick, yi'yi'you're really tearing into me right now. You know, words hurt.",2,Rick and Morty,89,15
469,Morty,1,Oh my god!,2,Rick and Morty,10,3
471,Morty,1,It's a monster!,2,Rick and Morty,15,3
475,Summer,1,It's a monster!,2,Rick and Morty,15,3
481,Summer,1, *Screams*,2,Rick and Morty,10,1
489,Rick,1,*sigh*,2,Rick and Morty,6,1
499,Rick,1,*groan*,2,Rick and Morty,7,1
503,Morty,1,"Oh way to go, Rick.",2,Rick and Morty,19,5
505,Summer,1,"Yeah Grampa, way to go.",2,Rick and Morty,23,5
507,Rick,1,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land.",2,Rick and Morty,179,37
531,Rick,1,"Yes, we're back, problem solved.",2,Rick and Morty,32,5
533,Summer,1,"Yes, we're back to our own time.",2,Rick and Morty,32,7
535,Morty,1,"Yes no more cats, no more cats, oh you did it, you fixed it.",2,Rick and Morty,60,14
539,Rick,1,How long exactly do we have to wear these things? They're really embarassing.,2,Rick and Morty,77,13
543,Summer,1,Time prison?,2,Rick and Morty,12,2
547,Summer,1,You stole a time freezing crystal from testical monsters?,2,Rick and Morty,57,9
549,Rick,1,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco.Besides, there's a larger lesson to be learned here. Get him!",2,Rick and Morty,151,28
557,Beth,1,Isn't there a kitten somewhere that needs a manicure?,2,Rick and Morty,53,9
561,Jerry,1,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends.",2,Rick and Morty,258,47
567,Jerry,1,We did it...,2,Rick and Morty,12,3
573,Morty,1,Why are you doing this?,2,Rick and Morty,23,5
577,Rick,1,What if I told you there's a huge ticket up right behind you?,2,Rick and Morty,61,13
581,Rick,1,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything,includingturning around to look behind you.",2,Rick and Morty,207,32
587,Rick,1,"Ah, god, gross and weird!",2,Rick and Morty,25,5
597,Rick,1,"Summer, Morty, take off your collars!",2,Rick and Morty,37,6
601,Rick,1,Good question. I suppose the answer is,2,Rick and Morty,38,7
607,Rick,1,I have no idea!,2,Rick and Morty,15,4
609,Rick,1,I'm not sure.,2,Rick and Morty,13,3
653,Jerry,1,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it.",2,Rick and Morty,130,31
655,Beth,1,Whatever. How petty would I have to be to care less about an animal's life than my own ego?,2,Rick and Morty,91,19
657,Jerry,1,Hmm... you'd have to be pretty petty. But you'd still be the woman I married.,2,Rick and Morty,77,15
659,Beth,1,Where are we going?,2,Rick and Morty,19,4
661,Jerry,1,One last stop.,2,Rick and Morty,14,3
663,Beth,1,Where's the helicopter?,2,Rick and Morty,23,3
665,Jerry,1,"There is no helicopter, and there is no Cervine Institute.",2,Rick and Morty,58,10
667,Beth,1,But the top deer surgeon...,2,Rick and Morty,27,5
669,Jerry,1,I'm looking at her.Thanks for F.D.'ing me up like that.,2,Rick and Morty,55,10
673,Beth,1,I need five minutes.,2,Rick and Morty,20,4
677,Beth,1,"Jerry, this was the most romantic weekend I've ever had.",2,Rick and Morty,56,10
679,Jerry,1,Thanks to Cold Stone Creamery.,2,Rick and Morty,30,5
689,Morty,1,Rick!,2,Rick and Morty,5,1
691,Rick,1,What's goin' on?,2,Rick and Morty,16,3
693,Morty,1,"The collar, oh, the latch is broken! It won't latch closed around my neck!",2,Rick and Morty,74,14
705,Rick,1,"What are you talking about, it's not broken, Morty, I fixed it, just put it on!",2,Rick and Morty,79,16
707,Morty,1,"It won't close, it's broken!",2,Rick and Morty,28,5
709,Rick,1,"Fine, bring it here.",2,Rick and Morty,20,4
711,Morty,1,"Ooh, ooh, Rick!",2,Rick and Morty,15,3
723,Rick,1,"God, damn it!",2,Rick and Morty,13,3
725,Morty,1,Ooh,2,Rick and Morty,3,1
727,Rick,1,Morty where's your collar I'll fix it,2,Rick and Morty,37,7
729,Morty,1, I dropped it,2,Rick and Morty,13,3
733,Rick,1,"I'm okay with this. Be good Morty. Be better than me. Bullsh*t The other collar! I'm not okay with this! I am not okay with this! Oh sweet Jesus please let me live. Oh my god Ii'I've gotta fix this thing, please God in Heaven, please God oh Lord, hear my prayers. Yes, f*** you God, not today bitch.",2,Rick and Morty,299,59
737,Rick,1,"Yes I did it! There is no God. In your face. One dot, motherf***ers!",2,Rick and Morty,68,14
739,Morty,1,"Yes, oh, yes, yes!",2,Rick and Morty,18,4
741,Summer,1,Woohoo! Whoo! Whoo!,2,Rick and Morty,19,3
743,Morty,1,"Oh, that was a close call. Oh yeah, do it Rick, do it right.",2,Rick and Morty,60,14
745,Rick,1,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh **** look at that.",2,Rick and Morty,193,36
747,Morty,1,Do the cabbage patch. Doi'doi'do the dance.,2,Rick and Morty,43,7
749,Summer,1,"Hey wait a second, how come you guys took longer to get here?",2,Rick and Morty,61,13
751,Morty,1,I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty three other memories of everything.,2,Rick and Morty,155,28
753,Rick,1,Yeah.,2,Rick and Morty,5,1
755,Morty,1,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think.",2,Rick and Morty,92,17
757,Rick,1,"Shut up Morty. The last time you felt something, we all almost died. You little si'piece of shit.",2,Rick and Morty,97,18
759,Beth,1,"Hey guys, we're home.",2,Rick and Morty,21,4
765,Jerry,1,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right?",2,Rick and Morty,108,21
767,Beth,1, *laughs*,2,Rick and Morty,9,1
769,Jerry,1,"Are you guys Power Rangers? But only on one small part of your necks? Hey do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying.",2,Rick and Morty,236,44
771,Beth,1,*laughing* I'm gonna pee my pants.,2,Rick and Morty,34,6
773,Morty,1,Doesn't feel so good does it?,2,Rick and Morty,29,6
775,Rick,1,No it doesn't. It hurts.,2,Rick and Morty,24,5
777,Beth,1,I'm gonna pee-hee-hee.,2,Rick and Morty,22,3
779,Jerry,1,"Somebody call the planet of Tron, we have three Tron people over here. But seriously are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys arelame. Are those chokers from the 90's? What is this a 90's nostalgia thing? Are you guys in that movie –The Craft” with Fairuza Balk?",2,Rick and Morty,368,64
812,Jerry,3,*singing* Last King Christmas last arrived!,1,Rick and Morty,43,6
818,Jerry,3,"*singing* In the Christmas Christmas! *stops singing and smells the ham* MmmÄ Jerry, you are really giving it to this ham.",1,Rick and Morty,122,21
822,Jerry,3,"Um, Merry Christmas? *puts his hands on his hips* Helloooo? My parents are coming over for the first time in years! Can we stow the gadgets and look alive?",1,Rick and Morty,155,29
824,Beth,3,Alive? Foryourparents?,1,Rick and Morty,22,2
828,Jerry,3,Good one.,1,Rick and Morty,9,2
830,Beth,3,Hey man!,1,Rick and Morty,8,2
832,Jerry,3,You •hey man'! This holiday is about humanity.,1,Rick and Morty,46,8
834,Morty,3,"*not looking up from his tablet* You know, I thought it was about being born half-God or something.",1,Rick and Morty,99,18
836,Jerry,3,"Okay, whatever. All electronic items are going in the stocking. Now.",1,Rick and Morty,68,11
838,Morty,3,*hands over his tablet* OhhhhÄ,1,Rick and Morty,30,5
840,Summer,3,"Dad, I'm not giving you my phone.",1,Rick and Morty,33,7
842,Jerry,3,"Put it in the stocking, Summer, or I'm joining Facebook.",1,Rick and Morty,56,10
846,Rick,3,"*offscreen* Ho ho ho, everybody.",1,Rick and Morty,32,5
850,Jerry,3,More like whoa whoa whoa. What is this? My parents are coming!,1,Rick and Morty,62,12
852,Rick,3,"Calm down Jerry, this is Ruben, an old friend.",1,Rick and Morty,46,9
856,Rick,3,I check in on him once a year and give him a little *burp* medical *burp* evaluation.,1,Rick and Morty,85,17
858,Beth,3,"Aw, DadÄ That is so sweet.",1,Rick and Morty,26,6
860,Jerry,3,"*squinting suspiciously* Yeah, it isÄ I don't get it.",1,Rick and Morty,53,9
864,Rick,3,"Don't worry about your C-C-Christmas, Jerry. *leads Ruben away* Ruben and I'll be in my workshop while you have another day in Phil Collins' proverbial paradise.",1,Rick and Morty,161,26
868,Jerry,3,"Huh. You think you know a guy.  Okay, there's my parents. Now remember, no TV, no phones, no laptops, we are connecting this Christmas, like old-school Jews on a Saturday. *opens the door* Hey hey!",1,Rick and Morty,197,35
876,Jerry,3,"Oh, hi. Can I help you?",1,Rick and Morty,23,6
884,Jerry,3,*smiling uncomfortably* I wishÄ But thank you. *closes the door* SoÄ you're aÄfriend of the familyÄ?,1,Rick and Morty,100,16
888,Jerry,3,Wow!,1,Rick and Morty,4,1
892,Beth,3,"Holy crap, Joyce. That's amazing.",1,Rick and Morty,33,5
902,Jerry,3,ÄCoolÄ Eggnog?,1,Rick and Morty,14,2
908,Rick,3,"Hi Joyce, Leonard. *looks at Jacob* Hello there.",1,Rick and Morty,48,8
912,Rick,3,Morty! A moment of your time?,1,Rick and Morty,29,6
918,Rick,3,"He's in bad shape, Morty.",1,Rick and Morty,25,5
920,Morty,3,"Aw geez, Rick! What did you do?",1,Rick and Morty,31,7
922,Rick,3,"Gee, thanks Morty. What kind of monster do you think I am? I-I'm sittin' here trying to save the guy's life!  I want you to findDr. Xenon Bloom. He'll know what's goin' on.",1,Rick and Morty,172,33
924,Morty,3,*extremely nervous* UhÄ W-W-Where do I find Dr. Bloom?,1,Rick and Morty,54,9
926,Rick,3,In Ruben. *shoves a glass oxygen mask onto Morty's head*,1,Rick and Morty,56,10
928,Morty,3,RubenÄ Minnesota?,1,Rick and Morty,17,2
930,Rick,3,"Ruben on the table, Morty! *hooks up the backpack to the helmet* Look, I-I don't have time for you to wrap your little walnut around everything. *pulls a shrink ray into view and plugs it in* Hold your breath until the process is over or your lungs will collapse.",1,Rick and Morty,263,49
934,Morty,3,W-What proci',1,Rick and Morty,13,2
938,Beth,3,"Hey Dad, where's Morty?",1,Rick and Morty,23,4
940,Rick,3,He's busy.,1,Rick and Morty,10,2
946,Rick,3,"Morty, can you hear me? Head North!",1,Rick and Morty,35,7
948,Morty,3,RickÄ Where am I?,1,Rick and Morty,17,4
952,Rick,3,"*adjusts his own headset as he stands in the garage* Depending on my aim, you should be just south of the entrance.",1,Rick and Morty,115,22
954,Morty,3,The entrance to what?,1,Rick and Morty,21,4
956,Rick,3,"Welcome, Morty.  WelcomeÄ  ÄtoAnatomy Park!",1,Rick and Morty,43,5
960,Rick,3,"It's a little business venture I've been cookin' up on the side with Dr. Bloom.  An amusement park inside a human body. Science isn't cheap, Morty. This should really help put a dent in the overhead.",1,Rick and Morty,199,36
962,Morty,3,Oh my God! This is insane! Spleen Mountain? Bladder Falls?Pirates of the Pancreas?,1,Rick and Morty,82,13
964,Rick,3,"You got a problem with that last one, Morty?",1,Rick and Morty,44,9
966,Morty,3,"Huh? No, no, I'm just reading them out loud in the order I'm seeing them.",1,Rick and Morty,73,15
