index,character,episode,line,season
69,Leonard,1, We already watched the Season Two DVDs.,1
70,Sheldon,1, Not with commentary.,1
71,Leonard,1," I think we should be good neighbours, invite her over, make her feel welcome.",1
72,Sheldon,1, We never invited Louis-slash-Louise over.,1
73,Leonard,1," Well, then that was wrong of us. We need to widen our circle.",1
74,Sheldon,1, I have a very wide circle. I have 212 friends on myspace. ,1
75,Leonard,1," Yes, and you‰Ûªve never met one of them.",1
76,Sheldon,1, That‰Ûªs the beauty of it.,1
77,Leonard,1, I‰Ûªm going to invite her over. We‰Ûªll have a nice meal and chat.,1
78,Sheldon,1, Chat? We don‰Ûªt chat. At least not offline.,1
79,Leonard,1," Well it‰Ûªs not difficult, you just listen to what she says and then you say something appropriate in response.",1
80,Sheldon,1, To what end?,1
81,Leonard,1, Hi. Again.,1
82,Penny,1, Hi.,1
83,Sheldon,1, Hi.,1
84,Leonard,1, Hi.,1
85,Penny,1, Hi. ,1
86,Leonard,1," Anyway, um. We brought home Indian food. And, um. I know that moving can be stressful, and I find that when I‰Ûªm undergoing stress, that good food and company can have a comforting effect. Also, curry is a natural laxative, and I don‰Ûªt have to tell you that, uh, a clean colon is just one less thing to worry about.",1
87,Sheldon,1," Leonard, I‰Ûªm not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements.",1
88,Penny,1," Oh, you‰Ûªre inviting me over to eat?",1
89,Leonard,1," Uh, yes.",1
90,Penny,1," Oh, that‰Ûªs so nice, I‰Ûªd love to.",1
91,Leonard,1, Great.,1
92,Penny,1," So, what do you guys do for fun around here?",1
93,Sheldon,1," Well, today we tried masturbating for money.",1
94,Scene,1, Sheldon and Leonard‰Ûªs apartment.,1
95,Leonard,1," Okay, well, make yourself at home.",1
96,Penny,1," Okay, thankyou.",1
97,Leonard,1, You‰Ûªre very welcome.,1
98,Penny,1," This looks like some serious stuff, Leonard, did you do this?",1
99,Sheldon,1, Actually that‰Ûªs my work.,1
100,Penny,1, Wow.,1
101,Sheldon,1," Yeah, well, it‰Ûªs just some quantum mechanics, with a little string theory doodling around the edges. That part there, that‰Ûªs just a joke, it‰Ûªs a spoof of the Bourne-Oppenheimer approximation.",1
102,Penny,1," So you‰Ûªre like, one of those, beautiful mind genius guys.",1
103,Sheldon,1, Yeah. ,1
104,Penny,1, This is really impressive.,1
105,Leonard,1," I have a board. If you like boards, this is my board.",1
106,Penny,1, Holy smokes.,1
107,Sheldon,1," If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men‰Ûªs room at MIT, sure.",1
108,Leonard,1, What?,1
109,Sheldon,1," Oh, come on. Who hasn‰Ûªt seen this differential below ‰ÛÏhere I sit broken hearted?‰Û",1
110,Leonard,1, At least I didn‰Ûªt have to invent twenty-six dimensions just to make the math come out.,1
111,Sheldon,1," I didn‰Ûªt invent them, they‰Ûªre there.",1
112,Leonard,1, In what universe?,1
113,Sheldon,1," In all of them, that is the point.",1
114,Penny,1," Uh, do you guys mind if I start?",1
115,Sheldon,1," Um, Penny, that‰Ûªs where I sit.",1
116,Penny,1," So, sit next to me. ",1
117,Sheldon,1," No, I sit there.",1
118,Penny,1, What‰Ûªs the difference?,1
119,Sheldon,1, What‰Ûªs the difference?,1
120,Leonard,1, Here we go.,1
121,Sheldon,1," In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it‰Ûªs directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I‰Ûªve made my point. ",1
122,Penny,1, Do you want me to move?,1
123,Sheldon,1, Well.,1
124,Leonard,1, Just sit somewhere else.,1
125,Sheldon,1," Fine. (Wanders in circles, looking lost.)",1
126,Leonard,1," Sheldon, sit!",1
127,Sheldon,1, Aaah!,1
128,Leonard,1, Well this is nice. We don‰Ûªt have a lot of company over.,1
129,Sheldon,1, That‰Ûªs not true. Koothrapali and Wolowitz come over all the time. ,1
130,Leonard,1," Yes I now, but‰Û_",1
131,Sheldon,1, Tuesday night we played Klingon boggle until one in the morning.,1
132,Leonard,1," Yes, I remember.",1
133,Sheldon,1, I resent you saying we don‰Ûªt have company.,1
134,Leonard,1, I‰Ûªm sorry.,1
135,Sheldon,1, That is an antisocial implication.,1
136,Leonard,1, I said I‰Ûªm sorry.,1
137,Penny,1," So, Klingon boggle?",1
138,Leonard,1," Yeah, it‰Ûªs like regular boggle but, in Klingon. That‰Ûªs probably enough about us, tell us about you.",1
139,Penny,1," Um, me, okay, I‰Ûªm Sagittarius, which probably tells you way more than you need to know.",1
140,Sheldon,1," Yes, it tells us that you participate in the mass cultural delusion that the Sun‰Ûªs apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.",1
141,Penny,1, Participate in the what?,1
142,Leonard,1," I think what Sheldon‰Ûªs trying to say, is that Sagittarius wouldn‰Ûªt have been our first guess.",1
143,Penny,1," Oh, yeah, a lot of people think I‰Ûªm a water sign. Okay, let‰Ûªs see, what else, oh, I‰Ûªm a vegetarian, oh, except for fish, and the occasional steak, I love steak. ",1
144,Sheldon,1, That‰Ûªs interesting. Leonard can‰Ûªt process corn.,1
145,Leonard,1," Wu-uh, do you have some sort of a job?",1
146,Penny,1," Oh, yeah, I‰Ûªm a waitress at the Cheesecake Factory.",1
147,Leonard,1," Oh, okay. I love cheesecake.",1
148,Sheldon,1, You‰Ûªre lactose intolerant. ,1
149,Leonard,1," I don‰Ûªt eat it, I just think it‰Ûªs a good idea.",1
150,Penny,1," Oh, anyways, I‰Ûªm also writing a screenplay. It‰Ûªs about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory.",1
151,Leonard,1, So it‰Ûªs based on your life?,1
152,Penny,1," No, I‰Ûªm from Omaha. ",1
153,Leonard,1," Well, if that was a movie I would go see it.",1
154,Penny,1," I know, right? Okay, let‰Ûªs see, what else? Um, that‰Ûªs about it. That‰Ûªs the story of Penny.",1
155,Leonard,1, Well it sounds wonderful.,1
156,Penny,1, It was. Until I fell in love with a jerk. ,1
157,Sheldon (mouths),1, What‰Ûªs happening.,1
158,Leonard (mouths back),1, I don‰Ûªt know.,1
159,Penny,1," Oh God, you know, four years I lived with him, four years, that‰Ûªs like as long as High School. ",1
160,Sheldon,1, It took you four years to get through High School?,1
161,Leonard,1, Don‰Ûªt.,1
162,Penny,1," I just, I can‰Ûªt believe I trusted him.",1
163,Leonard,1, Should I say something? I feel like I should say something.,1
164,Sheldon,1," You? No, you‰Ûªll only make it worse.",1
165,Penny,1," You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?",1
166,Sheldon,1, Yes. ,1
167,Leonard,1," No, it‰Ûªs not crazy it‰Ûªs, uh, uh, it‰Ûªs a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I didn‰Ûªt make it worse.",1
168,Penny,1," Oh, I‰Ûªm so sorry, I‰Ûªm such a mess, and on top of everything else I‰Ûªm all gross from moving and my stupid shower doesn‰Ûªt even work.",1
169,Leonard,1, Our shower works.,1
170,Penny,1, Really? Would it be totally weird if I used it?,1
171,Sheldon,1, Yes. ,1
172,Leonard,1, No.,1
173,Sheldon,1, No?,1
174,Leonard,1, No.,1
175,Sheldon,1, No.,1
176,Leonard,1, It‰Ûªs right down the hall.,1
177,Penny,1," Thanks. You guys are really sweet.",1
178,Sheldon,1, Well this is an interesting development. ,1
179,Leonard,1, How so?,1
180,Sheldon,1, It has been some time since we‰Ûªve had a woman take her clothes off in our apartment.,1
181,Leonard,1," That‰Ûªs not true, remember at Thanksgiving my grandmother with Alzheimer‰Ûªs had that episode.",1
182,Sheldon,1, Point taken. It has been some time since we‰Ûªve had a woman take her clothes off after which we didn‰Ûªt want to rip our eyes out. ,1
183,Leonard,1, The worst part was watching her carve that turkey.,1
184,Sheldon,1," So, what exactly are you trying to accomplish here?",1
185,Leonard,1, Excuse me?,1
186,Sheldon,1, That woman in there‰Ûªs not going to have sex with you.,1
187,Leonard,1, Well I‰Ûªm not trying to have sex with her.,1
188,Sheldon,1," Oh, good. Then you won‰Ûªt be disappointed.",1
189,Leonard,1," What makes you think she wouldn‰Ûªt have sex with me, I‰Ûªm a male and she‰Ûªs a female?",1
190,Sheldon,1," Yes, but not of the same species.",1
191,Leonard,1," I‰Ûªm not going to engage in hypotheticals here, I‰Ûªm just trying to be a good neighbour.",1
192,Sheldon,1," Oh, of course.",1
193,Leonard,1, That‰Ûªs not to say that if a carnal relationship were to develop that I wouldn‰Ûªt participate. However briefly.,1
194,Sheldon,1, Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?,1
195,Leonard,1," It‰Ûªs Darth Vader shampoo. (There is a knock on the door.) Luke Skywalker‰Ûªs the conditioner.",1
196,Howard,1, Wait till you see this.,1
197,Raj,1, It‰Ûªs fantastic. Unbelievable.,1
198,Leonard,1, See what?,1
199,Howard,1, It‰Ûªs a Stephen Hawking lecture from MIT in 1974.,1
200,Leonard,1, This is not a good time.,1
201,Leonard,1," That‰Ûªs great, you guys have to go.",1
202,Raj,1, Why?,1
203,Leonard,1, It‰Ûªs just not a good time.,1
204,Sheldon,1, Leonard has a lady over.,1
205,Howard,1," Yeah, right, your grandmother back in town?",1
206,Leonard,1," No. And she‰Ûªs not a lady, she‰Ûªs just a new neighbour.",1
207,Howard,1," Hang on, there really is a lady here?",1
208,Leonard,1, Uh-huh.,1
209,Howard,1, And you want us out because you‰Ûªre anticipating coitus?,1
210,Leonard,1, I‰Ûªm not anticipating coitus.,1
211,Howard,1, So she‰Ûªs available for coitus?,1
212, Leonard,1, Can we please stop saying coitus?,1
213,Sheldon,1, Technically that would be coitus interruptus.,1
214,Penny,1," Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!",1
215,Howard,1," Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it‰Ûªs currently orbiting Jupiter‰Ûªs largest moon taking high-resolution digital photographs.",1
216,Penny,1, Penny. I work at the Cheesecake Factory.,1
217,Leonard,1," Come on, I‰Ûªll show you the trick with the shower.",1
218,Howard,1, Bon douche.,1
219,Penny,1, I‰Ûªm sorry?,1
220,Howard,1, It‰Ûªs French for good shower. It‰Ûªs a sentiment I can express in six languages.,1
221,Leonard,1," Save it for your blog, Howard.",1
222,Howard,1, See-ka-tong-guay-jow.,1
223,Scene,1, In the bathroom.,1
224,Leonard,1," Uh, there it goes, it sticks, I‰Ûªm sorry.",1
225,Penny,1, Okay. Thanks. ,1
226,Leonard,1," You‰Ûªre welcome, oh, you‰Ûªre going to step right, okay, I‰Ûªll‰Û_.",1
227,Penny,1," Hey, Leonard?",1
228,Leonard,1, The hair products are Sheldon‰Ûªs.,1
229,Penny,1," Um, okay. Can I ask you a favour.",1
230,Leonard,1," A favour? Sure, you can ask me a favour, I would do you a favour for you.",1
231,Penny,1, It‰Ûªs okay if you say no.,1
232,Leonard,1," Oh, I‰Ûªll probably say yes.",1
233,Penny,1, It‰Ûªs just not the kind of thing you ask a guy you‰Ûªve just met.,1
234,Leonard,1, Wow.,1
235,Scene,1," Leonard and Sheldon, Inside Leonard‰Ûªs car",1
236,Sheldon,1, I really think we should examine the chain of causality here.,1
237,Leonard,1, Must we?,1
238,Sheldon,1," Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman‰Ûªs ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?",1
239,Leonard,1," She asked me to do her a favour, Sheldon.",1
240,Sheldon,1," Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause.",1
241,Leonard,1, Which is?,1
242,Sheldon,1, You think with your penis.,1
243,Leonard,1, That‰Ûªs a biological impossibility and you didn‰Ûªt have to come.,1
244,Sheldon,1," Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can‰Ûªt she get her own TV.",1
245,Leonard,1," Come on, you know how it is with break-ups.",1
246,Sheldon,1, No I don‰Ûªt. And neither do you.,1
247,Leonard,1," Wuh, I, I broke up with Joyce Kim.",1
248,Sheldon,1," You did not break up with Joyce Kim, she defected to North Korea.",1
249,Leonard,1, To mend her broken heart. This situation is much less complicated. There‰Ûªs some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.,1
250,Sheldon,1, So we get to have a scene with him?,1
251,Leonard,1," No, Sheldon, there‰Ûªs not going to be a scene. There‰Ûªs two of us and one of him.",1
252,Sheldon,1," Leonard, the two of us can‰Ûªt even carry a TV. ",1
253,Scene,1, Back at the apartment.,1
254,Penny (to Raj),1," So, you guys work with Leonard and Sheldon at the University?",1
255,Penny,1," Uh, I‰Ûªm sorry, do you speak English?",1
256,Howard,1," Oh, he speaks English, he just can‰Ûªt speak to women.",1
257,Penny,1," Really, why?",1
258,Howard,1, He‰Ûªs kind of a nerd. Juice box?,1
259,Scene,1, Outside Penny‰Ûªs old apartment building.,1
260,Leonard (pushes buzzer),1, I‰Ûªll do the talking.,1
261,Voice from buzzer,1, Yeah.,1
262,Leonard,1," Hi, I‰Ûªm Leonard, this is Sheldon.",1
263,Sheldon,1, Hello.,1
264,Leonard,1," What did I just‰Û_. Uh, we‰Ûªre here to pick up Penny‰Ûªs TV.",1
265,Voice,1, Get lost.,1
266,Sheldon,1," Okay, thanks for your time.",1
267,Leonard,1, We‰Ûªre not going to give up just like that.,1
268,Sheldon,1," Leonard, the TV is in the building, we‰Ûªve been denied access to the building, ergo we are done.",1
269,Leonard,1," Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang.",1
270,Sheldon,1, My apologies. What‰Ûªs your plan.,1
271,Sheldon,1, It‰Ûªs just a privilege to watch your mind at work.,1
272,Leonard,1," Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building.",1
273,Sheldon,1, What do you think their combined IQ is?,1
274,Leonard,1, Just grab the door.,1
275,Scene,1, Outside Penny‰Ûªs ex-boyfriend‰Ûªs apartment.,1
276,Leonard,1, This is it. (Knocks.) I‰Ûªll do the talking.,1
277,Sheldon,1," Good thinking, I‰Ûªll just be the muscle.",1
278,Enormous man,1, Yeah?,1
279,Leonard,1," I‰Ûªm Leonard, this is Sheldon.",1
280,Sheldon,1, From the intercom.,1
281,Man,1, How the hell did you get in the building?,1
282,Leonard,1, Oh. We‰Ûªre scientists.,1
283,Sheldon,1, Tell him about our IQ.,1
284,Scene,1, Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,1
285,Sheldon,1, Leonard.,1
286,Leonard,1, What?,1
287,Sheldon,1, My mom bought me those pants.,1
288,Leonard,1, I‰Ûªm sorry.,1
289,Sheldon,1, You‰Ûªre going to have to call her.,1
290,Scene,1, On the stairs of Sheldon and Leonard‰Ûªs building.,1
291,Leonard,1," Sheldon, I‰Ûªm so sorry I dragged you through this.",1
292,Sheldon,1," It‰Ûªs okay. It wasn‰Ûªt my first pantsing, and it won‰Ûªt be my last.",1
293,Leonard,1," And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex.",1
294,Sheldon,1, Well you got me out of my pants.,1
295,Leonard,1," Anyway, I‰Ûªve learned my lesson. She‰Ûªs out of my league, I‰Ûªm done with her, I‰Ûªve got my work, one day I‰Ûªll win the Nobel Prize and then I‰Ûªll die alone.",1
296,Sheldon,1," Don‰Ûªt think like that, you‰Ûªre not going to die alone.",1
297,Leonard,1," Thank you Sheldon, you‰Ûªre a good friend.",1
298,Sheldon,1, And you‰Ûªre certainly not going to win a Nobel Prize.,1
299,Scene,1, Inside Sheldon and Leonard‰Ûªs apartment.,1
300,Howard,1," This is one of my favourite places to kick back after a quest, they have a great house ale.",1
301,Penny,1," Wow, cool tiger.",1
302,Howard,1," Yeah, I‰Ûªve had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest.",1
303,Penny,1," Uh, sounds interesting.",1
304,Howard,1, So you‰Ûªll think about it?,1
305,Penny,1," Oh, I don‰Ûªt think I‰Ûªll be able to stop thinking about it.",1
306,Raj,1, Smooth.,1
307,Leonard,1, We‰Ûªre home.,1
308,Penny,1," Oh, my God, what happened?",1
309,Leonard,1," Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory.",1
310,Penny,1," I‰Ûªm so sorry, I really thought if you guys went instead of me he wouldn‰Ûªt be such an ass.",1
311,Leonard,1," No, it was a valid hypothesis.",1
312,Sheldon,1, That was a valid hypothesis? What is happening to you?,1
313,Penny,1," Really, thank you so much for going and trying you‰Ûªre, uh, you‰Ûªre so terrific. Why don‰Ûªt you put some clothes on, I‰Ûªll get my purse and dinner is on me, okay?",1
314,Leonard,1, Really? Great.,1
315,Sheldon,1," Thank you. You‰Ûªre not done with her, are you?",1
316,Leonard,1, Our babies will be smart and beautiful.,1
317,Sheldon,1, Not to mention imaginary.,1
318,Scene,1, All five in Leonard‰Ûªs car.,1
319,Leonard,1, Is Thai food okay with you Penny?,1
320,Penny,1, Sure.,1
321,Sheldon,1," We can‰Ûªt have Thai food, we had Indian for lunch.",1
322,Penny,1, So?,1
323,Sheldon,1, They‰Ûªre both curry based cuisines.,1
324,Penny,1, So?,1
325,Sheldon,1, They would be gastronomically redundant. I can see we‰Ûªre going to have to spell out everything for this girl.,1
326,Penny,1, Any ideas Raj? (He just looks at her with a worried expression.),1
327,Howard,1, Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.,1
328,Penny,1, That sounds like fun.,1
329,Howard (sings),1," Baby, baby don‰Ûªt get hooked on me. Uh, baby, baby don‰Ûªt get hooked on me.",1
330,Scene,2," Sheldon and Leonard‰Ûªs apartment. Sheldon, Leonard, Howard and Raj are present.",1
331,Leonard,2," There you go, Pad Thai, no peanuts.",1
332,Howard,2, But does it have peanut oil?,1
333,Leonard,2," Uh, I‰Ûªm not sure, everyone keep an eye on Howard in case he starts to swell up.",1
334,Sheldon,2," Since it‰Ûªs not bee season, you can have my epinephrine.",1
335,Raj,2, Are there any chopsticks?,1
336,Sheldon,2," You don‰Ûªt need chopsticks, this is Thai food.",1
337,Leonard,2, Here we go.,1
338,Sheldon,2," Thailand has had the fork since the latter half of the nineteenth century. Interestingly they don‰Ûªt actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth.",1
339,Leonard,2," Ask him for a napkin, I dare you. (There is a knock on the door.) I‰Ûªll get it.",1
340,Howard,2, Do I look puffy? I feel puffy.,1
341,Penny,2, Hey Leonard.,1
342,Leonard,2," Oh, hi Penny.",1
343,Penny,2, Am I interrupting.,1
344,Leonard,2, No.,1
345,Sheldon (off),2," You‰Ûªre not swelling, Howard.",1
346,Howard (off),2," No, no, look at my fingers, they‰Ûªre like Vienna sausages.",1
347,Penny,2, Sounds like you have company.,1
348,Leonard,2," They‰Ûªre not going anywhere. (Closes door, staying in hallway.) So, you‰Ûªre coming home from work. That‰Ûªs great. How was work.",1
349,Penny,2," Well, you know, it‰Ûªs the Cheesecake Factory. People order cheesecake, and I bring it to them.",1
350,Leonard,2," So, you sort of act as a carbohydrate delivery system.",1
351,Penny,2," Yeah, call it whatever you want, I get minimum wage. Yeah, anyways, I was wondering if you could help me out with something, I was‰Û_.",1
352,Leonard,2, Yes.,1
353,Penny,2," Oh. Okay, great, I‰Ûªm having some furniture delivered tomorrow, and I may not be here, so‰Û_. (apartment door opens, Sheldon, Raj and Howard appear) Oh! Hel‰Û_hello!",1
354,Howard,2, (speaks a phrase in Russian).,1
355,Penny,2, I‰Ûªm sorry?,1
356,Howard,2, Haven‰Ûªt you ever been told how beautiful you are in flawless Russian?,1
357,Penny,2," No, I haven‰Ûªt.",1
358,Howard,2, Get used to it.,1
359,Penny,2," Yeah, I probably won‰Ûªt, but‰Û_ Hey Sheldon.",1
360,Sheldon,2, Hi.,1
361,Penny,2," Hey Raj! (Raj looks uncomfortable) Still not talking to me, huh?",1
362,Sheldon,2," Don‰Ûªt take it personally, it‰Ûªs his pathology, he can‰Ûªt talk to women.",1
363,Howard,2," He can‰Ûªt talk to attractive women, or in your case a cheesecake‰ÛÒscented Goddess!",1
364,Leonard,2," So, there‰Ûªs gonna be some furniture delivered?",1
365,Penny,2," Yeah, yeah, if it gets here and I‰Ûªm not here tomorrow could you just sign for it and have them put it in my apartment.",1
366,Leonard,2," Yeah, no problem.",1
367,Penny,2," Great, here‰Ûªs my spare key. Thank you.",1
368,Leonard,2," Penny, wait.",1
369,Penny,2, Yeah?,1
370,Leonard,2," Um, if you don‰Ûªt have any other plans, do you want to join us for Thai food and a Superman movie marathon?",1
371,Penny,2," A marathon? Wow, how many Superman movies are there?",1
372,Sheldon,2," You‰Ûªre kidding, right?",1
373,Penny,2," Yeah, I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her, which one was that? ",1
374,"Leonard,Sheldon and Howard together",2, One. (Raj raises one finger). ,1
375,Sheldon,2, You realise that scene was rife with scientific inaccuracy.,1
376,Penny,2," Yes, I know, men can‰Ûªt fly.",1
377,Sheldon,2," Oh no, let‰Ûªs assume that they can. Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now travelling at approximately 120 miles per hour, hits them, and is immediately sliced into three equal pieces. ",1
378,Leonard,2," Unless, Superman matches her speed and decelerates. ",1
379,Sheldon,2," In what space, sir, in what space? She‰Ûªs two feet above the ground. Frankly, if he really loved her, he‰Ûªd let her hit the pavement. It would be a more merciful death.",1
380,Leonard,2," Excuse me, your entire argument is predicated on the assumption that Superman‰Ûªs flight is a feat of strength.",1
381,Sheldon,2," Are you listening to yourself, it is well established that Superman‰Ûªs flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth‰Ûªs yellow Sun.",1
382,Howard,2," Yeah, and you don‰Ûªt have a problem with that, how does he fly at night.",1
383,Sheldon,2," Uh, a combination of the moon‰Ûªs solar reflection and the energy storage capacity of Kryptonian skin cells.",1
384,Penny,2, I‰Ûªm just going to go wash up.,1
385,Leonard,2," I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells.",1
386,Sheldon,2, Challenge accepted. (Tries door.) We‰Ûªre locked out.,1
387,Raj,2," Also, the pretty girl left.",1
388,Scene,2, Ground floor hallway of the apartment building. Leonard is signing for the delivery.,1
389,Leonard,2," Okay, her apartment‰Ûªs on the fourth floor but the elevator‰Ûªs broken so you‰Ûªre going to have to (delivery man leaves) oh, you‰Ûªre just going to be done, okay, cool, thanks. I guess we‰Ûªll just bring it up ourselves.",1
390,Sheldon,2, I hardly think so. ,1
391,Leonard,2, Why not?,1
392,Sheldon,2," Well, we don‰Ûªt have a dolly, or lifting belts, or any measurable upper body strength.",1
393,Leonard,2," We don‰Ûªt need strength, we‰Ûªre physicists. We are the intellectual descendents of Archimedes. Give me a fulcrum and a lever and I can move the Earth, it‰Ûªs just a matter‰Û_ (starts to move package) I don‰Ûªt have this‰Û_ I don‰Ûªt have this I don‰Ûªt have this.",1
394,Sheldon,2, Archimedes would be so proud.,1
395,Leonard,2, Do you have any ideas?,1
396,Sheldon,2," Yes, but they all involve a green lantern and a power ring.",1
